transaction_id,customer_id,product_id,amount,transaction_date,status,channel
17873,47227,1556,756.43,2025-12-24,failed,online
17944,6293,625,857.53,2025-05-29,failed,online
18212,9424,232,222.97,2025-05-22,failed,online
18648,15231,3017,114.78,2025-03-09,completed,online
18664,42057,3056,1982.76,2025-06-03,failed,online
18720,41152,4336,1662.55,2025-10-05,failed,online
18740,20535,464,1025.4,2025-07-11,failed,online
19076,35558,4102,333.68,2025-11-17,completed,online
19122,45127,1706,288.36,2025-06-30,completed,online
19215,2071,4772,1025.52,2025-05-25,completed,online
19364,16991,2999,1736.29,2025-08-01,completed,online
19614,6797,2949,455.27,2025-09-15,failed,online
19900,33986,1697,1087.09,2025-02-12,failed,online
20076,23201,2013,480.77,2025-03-01,failed,online
20211,16400,2599,907.92,2025-11-21,failed,online
20235,11,2995,297.8,2025-07-01,failed,online
20505,35625,2228,26.41,2025-11-28,failed,online
20665,5909,1,411.49,2026-01-01,completed,online
20690,2490,248,1583.92,2025-10-30,failed,online
20730,35143,3498,1854.22,2025-07-19,failed,online
20766,11273,1,1296.34,2025-05-19,failed,online
20793,38374,3726,1380.48,2025-06-15,completed,online
21021,37496,1304,1098.97,2025-07-06,completed,online
21199,6920,3258,1175.42,2025-08-29,completed,online
21619,19366,1,1024.48,2025-08-09,failed,online
21821,6950,3919,1071.39,2025-07-08,failed,online
22193,29497,1476,1451.96,2025-08-10,failed,online
22387,16831,646,209.54,2025-12-13,completed,online
22651,23697,4654,1632.03,2025-12-14,completed,online
22735,32675,1,508.3,2025-09-24,completed,online
22751,34159,221,1025.11,2025-02-04,completed,online
22759,19244,1894,1464.42,2025-01-01,failed,online
22875,4865,1,1250.79,2025-12-03,completed,online
23160,45496,1500,403.14,2025-10-04,completed,online
23181,21269,419,429.91,2025-09-26,failed,online
23555,35271,315,1143.05,2025-05-26,failed,online
23641,43699,1,1643.27,2025-09-22,completed,online
23717,47338,3552,732.09,2025-04-15,completed,online
23872,22092,1,1470.38,2025-11-04,completed,online
23913,33896,823,1025.48,2025-05-12,completed,online
24374,33741,2137,352.46,2025-09-07,completed,online
24590,49964,2253,788.15,2025-04-21,failed,online
24664,9597,1995,338.68,2025-07-19,failed,online
24671,8893,1,938.77,2025-10-25,completed,online
24946,15898,1,1808.64,2025-08-30,failed,online
25033,44129,4181,1346.35,2025-02-04,completed,online
25073,15106,3087,1420.03,2025-08-25,failed,online
25621,42651,1,1906.51,2025-03-08,completed,online
26163,43054,4449,1918.49,2025-03-29,completed,online
26181,8873,1,58.32,2025-07-16,completed,online
26209,12271,1,73.53,2025-06-18,failed,online
26273,1285,3154,577.51,2025-12-10,completed,online
26428,10328,589,384.17,2025-08-21,failed,online
26611,36370,1302,300.51,2025-11-19,failed,online
26825,2933,4267,912.15,2025-05-21,failed,online
27055,45780,1214,1436.01,2025-03-08,failed,online
27103,21462,993,794.86,2025-01-18,completed,online
27401,18252,1,21.76,2025-12-02,failed,online
27794,22670,2994,384.95,2025-10-12,completed,online
27905,39083,1142,1096.7,2025-06-10,completed,online
27986,1394,1063,992.28,2025-05-09,failed,online
28509,29377,1,812.95,2025-03-22,failed,online
28732,41488,4538,478.87,2025-05-19,completed,online
28781,41260,1591,1411.94,2025-12-08,completed,online
28807,29221,4381,1620.51,2025-05-21,completed,online
29124,822,3127,1712.43,2025-10-19,failed,online
29249,44892,1,257.67,2025-07-02,completed,online
29408,37045,3518,1956.03,2025-07-07,failed,online
29949,14824,599,1078.81,2025-10-01,failed,online
30057,5715,2063,1119.4,2025-06-19,completed,online
30407,6412,1084,1741.94,2025-04-15,completed,online
30517,43888,1,1346.34,2025-01-26,failed,online
30542,43097,1104,164.17,2025-08-25,completed,online
30629,39698,3031,354.13,2025-05-01,failed,online
30722,32098,1,1221.2,2025-09-08,failed,online
30754,35920,990,357.15,2025-02-26,failed,online
30762,30845,470,726.83,2025-05-02,completed,online
30910,18345,1,635.81,2025-05-02,failed,online
30918,42722,443,1510.45,2025-07-25,failed,online
30962,35377,539,658.33,2025-11-18,completed,online
31055,15706,1066,510.14,2025-03-05,completed,online
31786,23862,4988,1214.47,2025-02-04,completed,online
31860,47311,3043,435.2,2025-09-04,completed,online
32334,39062,2669,254.67,2025-08-06,completed,online
32489,37862,1742,743.36,2025-06-09,completed,online
32648,19238,1,1268.38,2025-05-20,completed,online
32773,8073,1133,559.12,2025-07-20,completed,online
32927,46047,1213,1592.7,2025-05-01,completed,online
32947,45365,1,1121.8,2025-04-12,failed,online
33497,14902,4817,1542.48,2025-01-30,completed,online
33821,10310,1,38.81,2025-10-05,failed,online
33859,12957,1907,357.69,2025-05-13,failed,online
33991,14321,4439,1815.96,2025-01-06,completed,online
34018,15858,1,929.43,2025-12-30,completed,online
34112,24501,2552,888.07,2025-12-02,completed,online
34233,16608,3446,1233.52,2025-08-31,completed,online
34525,24423,1,1227.73,2025-05-28,failed,online
34686,7417,4119,365.91,2025-06-16,completed,online
34845,10815,189,1550.94,2025-02-18,failed,online
35016,46431,1218,1749.17,2025-05-25,failed,online
35042,43678,1102,1564.65,2025-08-16,failed,online
35188,2809,1,1811.21,2025-05-31,failed,online
35212,25432,1,744.06,2025-11-02,failed,online
35696,33885,3673,121.14,2025-06-08,completed,online
35921,38984,4630,997.52,2025-07-12,failed,online
36493,15327,3227,921.95,2025-05-16,failed,online
36551,4788,1,935.98,2025-08-06,failed,online
36645,33000,1283,1166.13,2025-07-20,completed,online
36868,22319,1153,1176.42,2025-11-05,completed,online
37024,43169,1,564.08,2025-12-30,completed,online
37132,12552,44,929.26,2025-02-13,failed,online
37226,46498,1,459.38,2025-02-18,failed,online
37273,26572,2664,40.78,2025-03-30,completed,online
37651,1653,4317,1782.49,2025-11-15,failed,online
37672,6150,2589,182.69,2025-10-06,failed,online
37731,37953,4924,1267.94,2026-01-01,completed,online
37915,32871,4758,1095.43,2025-10-30,failed,online
37920,11762,363,941.53,2025-02-23,failed,online
38047,25115,3138,1889.8,2025-02-02,failed,online
38355,9133,4385,557.32,2025-07-03,completed,online
38664,9372,3302,1693.44,2025-09-28,failed,online
39124,13511,4560,1716.96,2025-11-19,completed,online
39412,30250,3850,92.24,2025-10-16,failed,online
39863,30025,4445,496.37,2025-11-18,completed,online
40124,20177,2687,1182.19,2025-11-02,failed,online
40156,1866,1,1102.62,2025-03-19,failed,online
40499,42854,1,996.36,2025-09-23,failed,online
40770,34982,4309,245.7,2025-05-29,completed,online
40800,39122,1,1258.72,2025-02-07,completed,online
40869,19313,4492,272.35,2025-08-12,completed,online
41478,2914,524,293.89,2025-05-04,completed,online
41693,24773,4599,1753.19,2025-07-23,failed,online
41811,19197,911,1573.9,2025-08-26,completed,online
42348,27859,2115,1373.25,2025-08-11,completed,online
42430,44224,1,1577.25,2025-01-14,failed,online
42584,48545,310,264.26,2025-02-09,completed,online
42635,19652,3551,86.0,2025-11-17,failed,online
42724,43886,1,1311.38,2025-01-28,failed,online
42733,21764,3247,999.51,2025-05-01,failed,online
42742,17526,4164,977.63,2025-11-08,failed,online
42831,21938,2761,432.94,2025-06-17,completed,online
43034,14758,3061,1080.0,2025-03-02,completed,online
43145,11253,3645,524.85,2025-09-12,failed,online
43259,18183,1627,58.88,2025-05-13,failed,online
43477,27099,4377,1924.81,2025-08-28,completed,online
44217,6532,1,1072.61,2025-03-10,completed,online
44350,2358,4950,1266.88,2025-08-12,completed,online
44354,24282,1,1965.32,2025-07-21,failed,online
45595,42877,3514,1638.24,2025-12-15,completed,online
45775,49858,1,963.2,2025-06-16,failed,online
45874,29644,1,819.7,2025-01-01,failed,online
45879,2865,4033,1470.16,2025-12-17,completed,online
45897,23882,3188,640.08,2025-11-17,completed,online
45953,46065,2356,1378.96,2025-11-22,completed,online
46164,20033,2312,248.45,2025-04-06,failed,online
46388,24224,1425,376.74,2025-08-28,failed,online
46491,7667,697,1093.89,2025-02-13,failed,online
46533,33395,275,1861.12,2025-11-08,completed,online
46620,34542,3955,827.42,2025-12-15,failed,online
47018,5291,1027,406.2,2025-12-31,completed,online
47299,47813,1763,1600.15,2025-12-01,failed,online
47339,20235,3566,843.18,2025-01-27,completed,online
47476,4847,3254,1568.21,2025-11-15,failed,online
47615,44686,3726,1724.16,2025-07-15,completed,online
47666,21012,542,460.44,2025-04-16,completed,online
47743,46784,4612,501.26,2025-11-02,completed,online
48092,32204,4368,709.9,2025-09-29,failed,online
48137,7040,4532,418.55,2025-12-27,failed,online
48231,43941,307,674.45,2025-04-22,failed,online
48693,8237,554,1544.87,2025-03-25,completed,online
48849,15773,1,26.61,2025-05-06,completed,online
49027,41228,85,615.34,2025-06-12,failed,online
49355,6003,1885,24.69,2025-10-20,completed,online
49516,46974,1,1099.47,2025-10-04,completed,online
49728,41276,2832,1055.7,2025-12-04,completed,online
49758,34204,1,458.44,2025-12-16,completed,online
50125,41708,3609,1492.92,2025-03-04,completed,online
50161,34172,75,434.12,2025-12-31,failed,online
50224,40507,1,801.6,2025-06-26,failed,online
50282,27854,2191,942.3,2025-09-14,failed,online
51191,5788,3872,1176.98,2025-07-01,completed,online
51350,16523,1244,299.93,2025-12-26,completed,online
51812,19283,690,81.15,2025-07-08,completed,online
52088,18183,53,1435.21,2025-08-15,completed,online
52249,32432,1697,1160.02,2025-06-19,completed,online
52373,12668,979,145.59,2025-01-03,completed,online
52812,19810,4288,1878.09,2025-02-08,failed,online
52813,41394,1,643.89,2025-12-20,failed,online
53248,9162,1706,141.61,2025-05-29,failed,online
53301,41231,4370,1937.7,2025-06-12,failed,online
53435,39526,1,390.38,2025-03-02,completed,online
53447,31816,3918,741.93,2025-01-15,completed,online
53702,33559,2196,1300.29,2025-11-03,failed,online
54010,41683,2201,117.7,2025-10-11,completed,online
54341,34505,286,472.03,2025-04-12,failed,online
54423,17594,1613,753.33,2025-12-16,completed,online
54503,23853,1,806.98,2025-02-18,failed,online
54902,44935,3663,1249.72,2025-03-29,completed,online
55008,37836,2164,660.26,2025-08-15,failed,online
55151,36272,1563,181.32,2025-07-03,completed,online
55378,11747,920,1467.72,2025-10-20,completed,online
55585,24527,3325,1258.53,2025-11-22,completed,online
55773,6616,1228,1058.42,2025-06-26,failed,online
55818,1149,4627,1918.22,2025-05-24,failed,online
55834,1006,4423,703.02,2025-06-16,completed,online
55891,6222,946,1499.84,2025-03-23,completed,online
56774,35899,1882,606.02,2025-09-03,failed,online
56928,42134,1,289.51,2025-08-02,failed,online
56964,40483,1,1497.25,2025-08-20,completed,online
57002,27738,1158,722.38,2025-11-08,failed,online
57181,46217,1699,993.03,2025-11-10,failed,online
57202,10672,1,1372.05,2025-04-18,failed,online
57668,28458,3265,1580.09,2025-09-27,completed,online
57839,37884,4715,962.58,2025-07-29,failed,online
58240,39259,2477,1753.39,2025-05-30,failed,online
58592,28826,349,1153.99,2025-04-04,completed,online
58897,10226,4427,1619.18,2025-09-04,failed,online
59190,17771,2094,1359.0,2025-02-04,failed,online
59488,19058,3400,10.3,2025-11-08,failed,online
60658,44827,1,1602.38,2025-05-25,failed,online
60816,43175,4397,360.63,2025-03-19,failed,online
60921,41276,4539,102.86,2025-03-06,failed,online
61084,39090,1304,954.96,2025-05-06,failed,online
61113,27193,1,1948.42,2025-04-10,completed,online
61138,31312,1,1892.75,2025-03-05,failed,online
61181,3280,4569,1256.82,2025-11-18,failed,online
61303,43254,4243,1872.57,2025-07-18,completed,online
61326,31136,1,1633.29,2025-05-31,failed,online
61419,5863,2861,404.11,2025-10-26,failed,online
61530,14803,662,1065.91,2025-12-28,failed,online
61656,43350,1,1412.43,2025-02-02,completed,online
61768,19009,4332,1068.99,2025-06-02,completed,online
62305,36549,3468,919.87,2025-11-20,failed,online
62597,44124,2141,33.95,2025-02-04,failed,online
62626,33770,4062,778.28,2025-10-01,failed,online
62652,27134,4791,1088.15,2025-04-03,completed,online
62699,5737,1,1508.14,2025-04-11,failed,online
63111,39683,2860,1411.04,2025-04-24,failed,online
63315,28039,1,1004.74,2025-11-25,failed,online
63358,37040,3212,1557.46,2025-10-24,failed,online
63463,13062,4413,1569.19,2025-07-07,completed,online
63521,38130,3341,1327.31,2025-10-10,failed,online
63528,44397,3559,1073.4,2025-06-24,completed,online
63571,32934,1674,1222.03,2025-12-03,completed,online
63598,17334,2333,1940.47,2025-05-12,failed,online
63613,11646,1,1430.87,2025-10-30,completed,online
63719,46836,3747,322.98,2025-10-15,completed,online
63748,35616,2516,1744.92,2025-06-16,failed,online
63783,29526,1,272.73,2025-12-04,completed,online
63953,33709,1698,1766.96,2025-07-03,completed,online
63960,43495,3062,1930.87,2025-04-24,failed,online
64201,45126,1,1699.42,2025-05-18,completed,online
64315,33866,1,1195.1,2025-06-23,failed,online
64589,18993,1,32.64,2025-09-22,failed,online
64661,14354,4800,1964.28,2025-02-13,completed,online
64930,15950,31,1956.54,2025-02-10,failed,online
65068,40397,1339,1876.28,2025-12-18,failed,online
65271,42441,1650,1000.17,2025-09-14,failed,online
65347,9977,4253,1599.34,2025-04-05,failed,online
65431,41523,647,607.47,2025-05-16,failed,online
65822,42801,353,1102.02,2025-07-20,completed,online
66241,38535,4544,793.7,2025-03-01,failed,online
66470,34049,3177,416.09,2025-08-31,failed,online
67148,11399,3345,1209.55,2025-04-01,failed,online
67427,2591,3960,1317.96,2025-12-28,failed,online
67497,49562,2346,1408.04,2025-11-21,completed,online
67508,46436,1206,52.83,2025-09-09,failed,online
67588,42513,1485,691.65,2025-08-08,failed,online
67642,47940,1763,1463.85,2025-01-29,failed,online
67930,25289,1,1090.55,2025-12-24,completed,online
68141,1826,4015,7271.336877937191,2025-03-25,completed,online
68211,15842,1630,970.54,2025-11-26,completed,online
68371,45937,4697,1085.2,2025-04-17,completed,online
69797,5844,4957,1715.73,2025-11-30,completed,online
69896,15375,1,777.18,2025-02-17,completed,online
69907,44774,2078,20.31,2025-09-22,completed,online
70652,11984,1,829.6,2025-08-29,failed,online
70698,670,549,135.59,2025-12-27,completed,online
71185,11076,3832,1338.84,2025-11-05,completed,online
71610,40520,1,1196.06,2025-01-18,failed,online
71729,48154,757,1307.42,2025-02-22,completed,online
72152,48573,320,1517.35,2025-01-14,completed,online
72438,40501,2174,981.32,2025-12-25,failed,online
72676,24120,1,236.03,2025-01-12,failed,online
73146,19144,2204,111.01,2025-12-17,completed,online
73470,44708,4221,1527.06,2025-09-10,completed,online
73604,27872,1,1681.61,2025-01-17,completed,online
73707,4268,4711,133.24,2025-07-22,completed,online
73800,45665,539,178.96,2025-03-05,failed,online
73960,10373,3216,1791.25,2025-01-19,completed,online
74155,28735,4473,936.6,2025-02-05,completed,online
74170,10607,4320,1480.68,2025-05-03,completed,online
74539,37281,3596,897.92,2025-03-17,failed,online
74660,35195,1183,1007.54,2025-08-06,failed,online
74708,31063,4886,1210.05,2025-03-02,failed,online
74792,25602,3036,605.68,2025-06-04,failed,online
75446,21135,1736,1960.29,2025-03-06,completed,online
75524,16734,2563,1765.82,2025-07-24,completed,online
75835,8546,3222,1240.15,2025-11-20,completed,online
75890,38670,3105,1536.92,2025-11-18,completed,online
76080,40578,381,862.45,2025-10-03,completed,online
76086,48229,4105,561.54,2025-10-19,completed,online
76108,13709,2437,769.52,2025-01-05,completed,online
76397,14553,1,487.42,2025-04-18,failed,online
76571,30826,1,1795.6,2025-05-03,completed,online
77026,57,1,277.56,2025-02-15,failed,online
77190,18552,1357,50.99,2025-11-28,failed,online
77427,38393,3964,931.28,2025-10-20,completed,online
77897,7507,1,1423.15,2025-02-09,failed,online
78208,24321,3247,767.49,2025-12-05,completed,online
78252,34222,2408,296.64,2025-07-22,completed,online
78428,12204,3808,1833.57,2025-01-17,failed,online
78479,25438,1,838.88,2025-04-18,completed,online
78682,49762,157,1605.96,2025-03-09,failed,online
78716,25078,2204,449.54,2025-08-18,completed,online
79120,44127,1819,1254.09,2025-11-26,completed,online
79595,17765,2564,1682.69,2025-07-25,failed,online
79599,16133,4865,1284.9,2025-06-25,completed,online
80377,38184,1,62.92,2025-07-01,failed,online
80968,17987,2332,1867.37,2025-01-20,completed,online
81146,8718,2021,1083.23,2025-04-18,failed,online
81305,1531,1352,403.49,2025-08-16,failed,online
81421,20752,4924,580.35,2025-11-13,completed,online
81677,28081,3171,498.94,2025-07-25,failed,online
81679,14559,4375,429.51,2025-02-06,failed,online
81811,47510,139,796.97,2025-03-12,failed,online
82002,20479,4093,1388.83,2025-09-02,failed,online
82250,20532,4332,1681.78,2025-05-23,failed,online
82270,2199,3096,232.12,2025-10-23,completed,online
82532,27492,4210,485.63,2025-06-13,failed,online
82539,11649,1159,1310.63,2025-01-15,failed,online
82600,17253,3994,839.03,2025-04-05,completed,online
5,11392,1,1066.03,2025-09-11,completed,online
414,14568,77,934.43,2025-01-31,completed,online
460,45558,1,535.13,2025-02-16,failed,online
503,19443,4701,1247.14,2025-09-15,failed,online
551,43836,2116,1897.66,2025-08-09,completed,online
582,31479,2639,1083.45,2025-12-04,completed,online
715,2420,366,1589.65,2025-07-20,failed,online
838,44691,3209,1308.53,2025-09-06,completed,online
856,27999,369,1808.06,2025-03-01,failed,online
936,21138,2968,1810.34,2025-02-20,completed,online
1289,49763,2932,1155.26,2025-09-29,completed,online
1776,16477,1,243.0,2025-03-14,failed,online
2040,31877,1,222.91,2025-07-25,failed,online
2160,4551,2841,699.19,2025-06-24,completed,online
2465,44641,4544,976.61,2025-09-14,failed,online
2747,42597,1,1061.5,2025-04-25,failed,online
2917,23813,2280,1439.94,2025-01-16,failed,online
3060,34012,2560,48.31,2025-04-19,completed,online
3443,16984,266,1733.21,2025-10-19,completed,online
3962,20423,2930,812.97,2025-02-15,completed,online
4167,5714,2632,215.76,2025-01-01,completed,online
4362,7836,671,167.07,2025-11-13,failed,online
4613,20393,2203,1015.17,2025-04-03,completed,online
4904,20259,1384,817.9,2025-10-19,failed,online
4916,12882,2762,1962.21,2025-02-06,failed,online
5038,11497,1704,1701.16,2025-08-12,completed,online
5075,14267,1,774.49,2025-02-04,completed,online
5096,3203,2124,276.03,2025-05-14,failed,online
5133,38486,67,1211.27,2025-07-14,failed,online
5363,18533,1,980.17,2025-11-03,completed,online
5521,34877,3006,1207.03,2025-05-13,failed,online
5802,9799,2594,688.91,2025-07-18,completed,online
5847,31752,1,282.03,2025-12-11,completed,online
5944,43474,4348,1486.26,2025-02-02,completed,online
6230,2528,3424,1599.29,2025-12-19,failed,online
6538,20092,3978,1447.42,2025-02-17,completed,online
7070,4086,4110,980.91,2025-03-22,completed,online
7166,7129,4895,30.98,2025-10-08,completed,online
7184,41935,4448,1150.91,2025-08-05,failed,online
7291,49916,1983,546.91,2025-09-11,failed,online
7331,29018,1013,909.04,2025-07-12,completed,online
7610,10905,3267,1400.65,2025-08-10,failed,online
7663,27600,2311,959.87,2025-07-08,failed,online
8271,43031,2958,1665.7,2025-02-15,completed,online
8359,47441,1,392.97,2025-06-06,completed,online
8476,11225,800,649.97,2025-05-24,failed,online
8605,25347,3470,199.3,2025-12-15,failed,online
8653,7145,1,1974.34,2025-01-13,completed,online
9201,45849,2165,298.29,2025-03-28,failed,online
9352,3162,4177,741.36,2025-09-22,failed,online
9440,15449,867,184.86,2025-05-26,completed,online
9497,6839,1615,901.58,2025-03-25,failed,online
10406,31846,1,919.61,2025-09-26,failed,online
10496,1765,2880,901.48,2025-09-01,completed,online
10498,5792,1,1572.92,2025-03-16,failed,online
10765,48503,146,108.18,2025-04-25,completed,online
11383,18946,4902,728.65,2025-12-01,failed,online
11647,29104,2900,1608.35,2025-10-02,completed,online
11658,25983,3090,1287.57,2025-02-04,completed,online
12186,42887,1,1836.43,2025-09-23,failed,online
12200,5847,3539,1680.2,2025-07-14,completed,online
12401,13653,1,1479.85,2025-07-23,completed,online
12584,11221,4933,222.14,2025-04-21,completed,online
13295,44774,1,408.87,2025-02-11,completed,online
13868,42342,1,1915.61,2025-08-01,failed,online
14285,22469,1662,870.92,2025-03-22,completed,online
14357,23326,3407,946.12,2025-04-01,completed,online
14893,39693,1,1358.36,2025-03-05,failed,online
15134,3900,779,527.2,2025-04-15,completed,online
15429,11646,4384,247.61,2025-01-06,failed,online
15772,8135,971,845.06,2025-10-16,failed,online
15872,45122,1,950.77,2025-11-28,failed,online
15942,41870,2850,1104.74,2025-12-11,completed,online
15947,41478,628,1955.7,2025-12-15,completed,online
16587,18799,1420,149.21,2025-05-26,completed,online
17451,8604,2146,1820.0,2025-06-12,completed,online
17805,466,420,1361.82,2025-02-22,failed,online
17901,29528,2702,1190.9,2025-05-09,failed,online
18302,40206,1803,1953.62,2025-12-24,failed,online
19101,25310,1494,1001.66,2025-10-01,completed,online
19176,26124,2182,122.28,2025-02-12,completed,online
19231,45903,3712,1208.74,2025-01-26,completed,online
19575,38329,300,1781.9,2025-02-11,failed,online
19577,783,1930,1222.44,2025-08-05,failed,online
19768,5557,2414,1810.1,2025-04-21,completed,online
19854,31653,4422,992.4,2025-01-30,failed,online
20192,39828,4691,1827.33,2025-12-30,failed,online
20282,20285,1899,242.35,2025-01-18,completed,online
20881,3669,2315,75.98,2025-09-24,failed,online
20999,26528,3324,1244.33,2025-09-27,completed,online
21022,18760,121,501.7,2025-06-29,completed,online
21256,6597,1231,7461.820651207738,2025-10-24,completed,online
21730,14925,4848,1177.51,2025-07-16,failed,online
21802,27369,1,1848.51,2025-01-29,failed,online
21990,920,4756,1887.46,2025-02-13,completed,online
22148,45,3242,1573.25,2025-11-05,completed,online
22236,5359,3182,1562.03,2025-12-11,failed,online
22382,12301,1157,671.78,2025-04-13,failed,online
22440,26553,511,1819.82,2025-03-24,completed,online
22459,9685,3298,906.64,2025-09-25,failed,online
22471,42576,3724,1808.83,2025-03-28,completed,online
22896,21720,2852,1036.46,2025-05-23,failed,online
23059,25990,1,890.95,2025-09-22,failed,online
23212,31503,1022,330.63,2025-08-28,failed,online
23303,1521,4925,1226.77,2025-06-09,failed,online
23583,38740,2772,213.94,2025-08-27,failed,online
23592,37824,2563,1985.71,2025-03-30,failed,online
23812,26616,4764,1663.67,2025-04-24,failed,online
24245,25539,1421,1642.82,2025-07-15,completed,online
24871,28891,2397,1915.13,2025-07-12,failed,online
25599,1325,4488,738.14,2025-05-29,completed,online
25723,43251,1,251.6,2025-09-20,failed,online
25739,27108,4028,853.0,2025-06-29,completed,online
25822,27910,1277,1500.58,2025-06-06,failed,online
25929,38022,1,582.11,2025-11-13,completed,online
26017,44338,3610,1155.09,2025-04-10,failed,online
26065,12048,1,249.23,2025-11-20,completed,online
26602,2671,2397,502.74,2025-05-12,completed,online
26662,23896,2956,498.69,2025-11-11,failed,online
27001,4690,1,1958.47,2025-07-20,completed,online
27032,36951,1058,629.37,2025-08-10,failed,online
27907,26822,833,867.77,2025-05-21,failed,online
27979,22548,861,276.19,2025-06-02,failed,online
27980,33937,1,936.14,2025-03-13,completed,online
28270,16258,413,21.12,2025-10-07,completed,online
28345,982,1,594.91,2025-01-04,failed,online
28786,24555,1,1379.93,2025-10-23,completed,online
29015,4,918,915.6,2025-02-19,completed,online
29070,23580,4411,1956.33,2025-08-25,failed,online
29314,10710,1,1953.92,2025-05-17,completed,online
29454,49869,361,791.65,2025-10-16,completed,online
29578,40995,1,1393.47,2025-01-31,failed,online
