customer_id,name,region,signup_date,is_current,effective_from,effective_to
42,Customer42,Central,2025-03-05,True,2025-03-05,
43,Customer43,South,2024-07-19,True,2024-07-19,
44,Customer44,East,2024-01-03,True,2024-01-03,
45,Customer45,East,2024-10-17,True,2024-10-17,
46,Customer46,North,2024-03-09,True,2024-03-09,
47,Customer47,West,2025-11-02,True,2025-11-02,
48,Customer48,South,2024-09-06,True,2024-09-06,
49,Customer49,North,2025-08-09,True,2025-08-09,
50,Customer50,East,2025-03-01,True,2025-03-01,
51,Customer51,West,2025-03-14,True,2025-03-14,
52,Customer52,East,2025-01-03,True,2025-01-03,
53,Customer53,West,2024-04-17,True,2024-04-17,
54,Customer54,West,2025-07-09,True,2025-07-09,
55,Customer55,East,2025-04-14,True,2025-04-14,
56,Customer56,East,2024-07-22,True,2024-07-22,
57,Customer57,West,2024-05-24,True,2024-05-24,
58,Customer58,North,2025-05-24,True,2025-05-24,
59,Customer59,West,2024-03-07,True,2024-03-07,
60,Customer60,West,2025-06-17,True,2025-06-17,
61,Customer61,Central,2024-05-11,True,2024-05-11,
62,Customer62,Central,2024-10-29,True,2024-10-29,
63,Customer63,South,2024-03-29,True,2024-03-29,
64,Customer64,North,2025-10-14,True,2025-10-14,
65,Customer65,West,2025-06-20,True,2025-06-20,
66,Customer66,Central,2024-04-30,True,2024-04-30,
67,Customer67,Central,2024-12-29,True,2024-12-29,
68,Customer68,East,2025-03-17,True,2025-03-17,
69,Customer69,Central,2025-03-30,True,2025-03-30,
70,Customer70,South,2025-09-19,True,2025-09-19,
71,Customer71,South,2025-11-10,True,2025-11-10,
72,Customer72,East,2025-04-12,True,2025-04-12,
73,Customer73,West,2024-04-12,True,2024-04-12,
74,Customer74,South,2025-03-05,True,2025-03-05,
75,Customer75,Central,2025-06-19,True,2025-06-19,
76,Customer76,North,2025-03-27,True,2025-03-27,
77,Customer77,East,2025-10-06,True,2025-10-06,
78,Customer78,Central,2025-09-05,True,2025-09-05,
79,Customer79,North,2025-10-18,True,2025-10-18,
80,Customer80,Central,2025-07-11,True,2025-07-11,
81,Customer81,North,2025-05-07,True,2025-05-07,
82,Customer82,West,2025-11-23,True,2025-11-23,
83,Customer83,Central,2024-12-02,True,2024-12-02,
84,Customer84,West,2024-03-26,True,2024-03-26,
85,Customer85,South,2024-12-26,True,2024-12-26,
86,Customer86,West,2024-04-05,True,2024-04-05,
87,Customer87,East,2025-11-20,True,2025-11-20,
88,Customer88,North,2024-11-16,True,2024-11-16,
89,Customer89,West,2024-11-05,True,2024-11-05,
90,Customer90,North,2024-05-14,True,2024-05-14,
91,Customer91,South,2025-05-07,True,2025-05-07,
92,Customer92,South,2025-06-10,True,2025-06-10,
93,Customer93,East,2024-04-07,True,2024-04-07,
94,Customer94,West,2024-06-24,True,2024-06-24,
95,Customer95,West,2024-10-27,True,2024-10-27,
96,Customer96,East,2024-05-08,True,2024-05-08,
97,Customer97,North,2025-10-22,True,2025-10-22,
98,Customer98,Central,2025-09-04,True,2025-09-04,
99,Customer99,East,2024-04-25,True,2024-04-25,
100,Customer100,North,2024-03-14,True,2024-03-14,
101,Customer101,Central,2024-05-15,True,2024-05-15,
102,Customer102,South,2025-07-02,True,2025-07-02,
103,Customer103,North,2025-03-07,True,2025-03-07,
104,Customer104,North,2025-03-24,True,2025-03-24,
105,Customer105,East,2024-03-28,True,2024-03-28,
106,Customer106,Central,2024-05-03,True,2024-05-03,
107,Customer107,South,2025-02-21,True,2025-02-21,
108,Customer108,South,2025-11-18,True,2025-11-18,
109,Customer109,North,2024-08-09,True,2024-08-09,
110,Customer110,East,2025-07-16,True,2025-07-16,
111,Customer111,East,2024-03-09,True,2024-03-09,
112,Customer112,West,2025-06-17,True,2025-06-17,
113,Customer113,South,2025-03-22,True,2025-03-22,
114,Customer114,East,2025-04-14,True,2025-04-14,
115,Customer115,West,2024-06-30,True,2024-06-30,
116,Customer116,West,2025-07-09,True,2025-07-09,
117,Customer117,East,2024-10-13,True,2024-10-13,
118,Customer118,North,2025-01-13,True,2025-01-13,
119,Customer119,Central,2025-11-12,True,2025-11-12,
120,Customer120,West,2024-01-05,True,2024-01-05,
121,Customer121,South,2024-07-12,True,2024-07-12,
122,Customer122,East,2025-03-21,True,2025-03-21,
123,Customer123,North,2024-04-02,True,2024-04-02,
124,Customer124,East,2024-05-04,True,2024-05-04,
125,Customer125,West,2025-01-01,True,2025-01-01,
126,Customer126,South,2024-12-10,True,2024-12-10,
127,Customer127,North,2025-09-02,True,2025-09-02,
128,Customer128,North,2024-10-13,True,2024-10-13,
129,Customer129,East,2025-06-02,True,2025-06-02,
130,Customer130,Central,2024-02-18,True,2024-02-18,
131,Customer131,Central,2024-05-08,True,2024-05-08,
132,Customer132,South,2024-10-03,True,2024-10-03,
133,Customer133,West,2024-08-07,True,2024-08-07,
134,Customer134,East,2025-07-01,True,2025-07-01,
135,Customer135,North,2024-12-01,True,2024-12-01,
136,Customer136,West,2024-10-05,True,2024-10-05,
137,Customer137,East,2024-02-27,True,2024-02-27,
138,Customer138,East,2024-05-05,True,2024-05-05,
139,Customer139,West,2025-07-10,True,2025-07-10,
140,Customer140,Central,2024-11-05,True,2024-11-05,
141,Customer141,East,2024-12-01,True,2024-12-01,
142,Customer142,South,2024-10-17,True,2024-10-17,
143,Customer143,West,2025-03-15,True,2025-03-15,
144,Customer144,East,2025-11-08,True,2025-11-08,
145,Customer145,North,2024-11-19,True,2024-11-19,
146,Customer146,South,2024-10-06,True,2024-10-06,
147,Customer147,South,2025-08-23,True,2025-08-23,
148,Customer148,South,2025-09-11,True,2025-09-11,
149,Customer149,South,2025-02-21,True,2025-02-21,
150,Customer150,Central,2024-05-21,True,2024-05-21,
151,Customer151,South,2025-07-30,True,2025-07-30,
152,Customer152,West,2025-09-18,True,2025-09-18,
153,Customer153,South,2025-02-26,True,2025-02-26,
154,Customer154,West,2025-03-22,True,2025-03-22,
155,Customer155,South,2024-07-13,True,2024-07-13,
156,Customer156,West,2024-09-26,True,2024-09-26,
157,Customer157,North,2024-01-10,True,2024-01-10,
158,Customer158,North,2025-04-18,True,2025-04-18,
159,Customer159,East,2024-09-05,True,2024-09-05,
160,Customer160,West,2025-02-18,True,2025-02-18,
161,Customer161,East,2024-01-05,True,2024-01-05,
162,Customer162,West,2024-02-17,True,2024-02-17,
163,Customer163,North,2024-09-17,True,2024-09-17,
164,Customer164,Central,2024-11-16,True,2024-11-16,
165,Customer165,South,2025-01-29,True,2025-01-29,
166,Customer166,East,2025-06-17,True,2025-06-17,
167,Customer167,East,2024-04-22,True,2024-04-22,
168,Customer168,Central,2024-12-28,True,2024-12-28,
169,Customer169,East,2025-03-31,True,2025-03-31,
170,Customer170,Central,2025-09-08,True,2025-09-08,
171,Customer171,South,2024-01-13,True,2024-01-13,
172,Customer172,East,2024-12-18,True,2024-12-18,
173,Customer173,East,2025-06-25,True,2025-06-25,
174,Customer174,West,2024-10-11,True,2024-10-11,
175,Customer175,West,2024-11-13,True,2024-11-13,
176,Customer176,Central,2025-02-04,True,2025-02-04,
177,Customer177,North,2024-06-12,True,2024-06-12,
178,Customer178,South,2025-10-04,True,2025-10-04,
179,Customer179,West,2024-01-25,True,2024-01-25,
180,Customer180,South,2024-06-05,True,2024-06-05,
181,Customer181,Central,2024-05-12,True,2024-05-12,
182,Customer182,South,2025-04-30,True,2025-04-30,
183,Customer183,Central,2025-06-29,True,2025-06-29,
184,Customer184,North,2024-12-04,True,2024-12-04,
185,Customer185,East,2025-05-19,True,2025-05-19,
186,Customer186,South,2024-01-04,True,2024-01-04,
187,Customer187,South,2024-01-19,True,2024-01-19,
188,Customer188,South,2025-01-28,True,2025-01-28,
189,Customer189,East,2024-01-20,True,2024-01-20,
190,Customer190,South,2024-03-03,True,2024-03-03,
191,Customer191,Central,2025-08-29,True,2025-08-29,
192,Customer192,West,2025-11-30,True,2025-11-30,
193,Customer193,East,2025-07-05,True,2025-07-05,
194,Customer194,South,2024-11-14,True,2024-11-14,
195,Customer195,East,2025-01-19,True,2025-01-19,
196,Customer196,South,2024-05-01,True,2024-05-01,
197,Customer197,Central,2024-08-19,True,2024-08-19,
198,Customer198,Central,2025-07-17,True,2025-07-17,
199,Customer199,North,2024-05-11,True,2024-05-11,
200,Customer200,East,2024-11-21,True,2024-11-21,
201,Customer201,West,2024-02-10,True,2024-02-10,
202,Customer202,East,2025-12-01,True,2025-12-01,
203,Customer203,West,2025-08-02,True,2025-08-02,
204,Customer204,Central,2024-12-22,True,2024-12-22,
205,Customer205,West,2025-01-04,True,2025-01-04,
206,Customer206,Central,2025-10-16,True,2025-10-16,
207,Customer207,South,2025-02-01,True,2025-02-01,
208,Customer208,East,2025-03-17,True,2025-03-17,
209,Customer209,North,2025-10-28,True,2025-10-28,
210,Customer210,North,2024-10-22,True,2024-10-22,
211,Customer211,Central,2025-09-21,True,2025-09-21,
212,Customer212,Central,2024-07-08,True,2024-07-08,
213,Customer213,Central,2024-05-03,True,2024-05-03,
214,Customer214,West,2025-05-21,True,2025-05-21,
215,Customer215,East,2024-09-13,True,2024-09-13,
216,Customer216,Central,2024-10-26,True,2024-10-26,
217,Customer217,South,2024-02-21,True,2024-02-21,
218,Customer218,East,2025-05-01,True,2025-05-01,
219,Customer219,South,2024-05-20,True,2024-05-20,
220,Customer220,South,2024-06-07,True,2024-06-07,
221,Customer221,West,2025-02-14,True,2025-02-14,
222,Customer222,North,2024-09-16,True,2024-09-16,
223,Customer223,East,2025-07-26,True,2025-07-26,
224,Customer224,South,2025-11-04,True,2025-11-04,
225,Customer225,East,2024-02-12,True,2024-02-12,
226,Customer226,East,2025-06-18,True,2025-06-18,
227,Customer227,East,2024-09-07,True,2024-09-07,
228,Customer228,North,2025-07-08,True,2025-07-08,
229,Customer229,East,2025-10-03,True,2025-10-03,
230,Customer230,West,2024-12-20,True,2024-12-20,
231,Customer231,North,2025-01-31,True,2025-01-31,
232,Customer232,North,2024-10-20,True,2024-10-20,
233,Customer233,Central,2024-03-18,True,2024-03-18,
234,Customer234,South,2024-08-11,True,2024-08-11,
235,Customer235,East,2024-02-06,True,2024-02-06,
236,Customer236,East,2024-01-26,True,2024-01-26,
237,Customer237,West,2024-11-08,True,2024-11-08,
238,Customer238,West,2025-06-08,True,2025-06-08,
239,Customer239,West,2025-03-28,True,2025-03-28,
240,Customer240,South,2025-09-26,True,2025-09-26,
241,Customer241,East,2025-10-28,True,2025-10-28,
242,Customer242,East,2024-12-27,True,2024-12-27,
243,Customer243,Central,2024-04-25,True,2024-04-25,
244,Customer244,South,2024-12-23,True,2024-12-23,
245,Customer245,North,2025-05-15,True,2025-05-15,
246,Customer246,North,2025-08-10,True,2025-08-10,
247,Customer247,East,2024-03-17,True,2024-03-17,
248,Customer248,West,2024-07-27,True,2024-07-27,
249,Customer249,South,2024-06-18,True,2024-06-18,
250,Customer250,West,2025-10-23,True,2025-10-23,
251,Customer251,North,2025-05-11,True,2025-05-11,
252,Customer252,East,2025-03-06,True,2025-03-06,
253,Customer253,North,2024-01-01,True,2024-01-01,
254,Customer254,Central,2024-09-17,True,2024-09-17,
255,Customer255,North,2025-09-21,True,2025-09-21,
256,Customer256,South,2025-09-06,True,2025-09-06,
257,Customer257,North,2024-05-18,True,2024-05-18,
258,Customer258,South,2024-07-10,True,2024-07-10,
259,Customer259,South,2025-11-30,True,2025-11-30,
260,Customer260,North,2024-09-22,True,2024-09-22,
261,Customer261,South,2025-04-21,True,2025-04-21,
262,Customer262,South,2025-05-16,True,2025-05-16,
263,Customer263,North,2025-02-22,True,2025-02-22,
264,Customer264,East,2024-05-15,True,2024-05-15,
265,Customer265,Central,2024-09-24,True,2024-09-24,
266,Customer266,Central,2024-03-29,True,2024-03-29,
267,Customer267,East,2024-09-15,True,2024-09-15,
268,Customer268,Central,2024-10-02,True,2024-10-02,
269,Customer269,East,2024-09-28,True,2024-09-28,
270,Customer270,Central,2025-09-15,True,2025-09-15,
271,Customer271,West,2025-07-01,True,2025-07-01,
272,Customer272,West,2024-10-07,True,2024-10-07,
273,Customer273,North,2025-03-29,True,2025-03-29,
274,Customer274,Central,2024-06-14,True,2024-06-14,
275,Customer275,Central,2024-01-02,True,2024-01-02,
276,Customer276,West,2024-06-06,True,2024-06-06,
277,Customer277,South,2024-02-09,True,2024-02-09,
278,Customer278,South,2025-10-23,True,2025-10-23,
279,Customer279,Central,2024-04-09,True,2024-04-09,
280,Customer280,South,2024-08-12,True,2024-08-12,
281,Customer281,Central,2025-09-29,True,2025-09-29,
282,Customer282,East,2024-10-08,True,2024-10-08,
283,Customer283,Central,2024-08-10,True,2024-08-10,
284,Customer284,West,2024-06-08,True,2024-06-08,
285,Customer285,Central,2025-10-19,True,2025-10-19,
286,Customer286,West,2024-05-08,True,2024-05-08,
287,Customer287,Central,2025-11-07,True,2025-11-07,
288,Customer288,West,2025-01-26,True,2025-01-26,
289,Customer289,East,2025-04-04,True,2025-04-04,
290,Customer290,Central,2025-09-17,True,2025-09-17,
291,Customer291,East,2025-11-13,True,2025-11-13,
292,Customer292,East,2024-06-27,True,2024-06-27,
293,Customer293,West,2025-08-26,True,2025-08-26,
294,Customer294,South,2024-05-01,True,2024-05-01,
295,Customer295,Central,2025-05-26,True,2025-05-26,
296,Customer296,South,2024-09-28,True,2024-09-28,
297,Customer297,East,2025-08-17,True,2025-08-17,
298,Customer298,North,2024-08-12,True,2024-08-12,
299,Customer299,Central,2024-01-12,True,2024-01-12,
300,Customer300,South,2025-07-16,True,2025-07-16,
301,Customer301,South,2025-09-17,True,2025-09-17,
302,Customer302,East,2024-04-18,True,2024-04-18,
303,Customer303,East,2025-03-14,True,2025-03-14,
304,Customer304,North,2024-07-28,True,2024-07-28,
305,Customer305,North,2024-06-26,True,2024-06-26,
306,Customer306,Central,2024-02-17,True,2024-02-17,
307,Customer307,South,2025-06-10,True,2025-06-10,
308,Customer308,East,2024-08-04,True,2024-08-04,
309,Customer309,East,2024-10-09,True,2024-10-09,
310,Customer310,East,2024-07-27,True,2024-07-27,
311,Customer311,East,2024-04-04,True,2024-04-04,
312,Customer312,West,2024-09-08,True,2024-09-08,
313,Customer313,South,2024-03-04,True,2024-03-04,
314,Customer314,South,2024-01-02,True,2024-01-02,
315,Customer315,West,2025-09-06,True,2025-09-06,
316,Customer316,South,2024-12-19,True,2024-12-19,
317,Customer317,North,2024-01-21,True,2024-01-21,
318,Customer318,South,2024-03-28,True,2024-03-28,
319,Customer319,South,2025-01-05,True,2025-01-05,
320,Customer320,Central,2024-01-04,True,2024-01-04,
321,Customer321,Central,2024-12-23,True,2024-12-23,
322,Customer322,East,2025-06-21,True,2025-06-21,
323,Customer323,Central,2024-08-22,True,2024-08-22,
324,Customer324,South,2025-07-11,True,2025-07-11,
325,Customer325,Central,2025-02-23,True,2025-02-23,
326,Customer326,East,2024-06-26,True,2024-06-26,
327,Customer327,South,2024-07-30,True,2024-07-30,
328,Customer328,East,2024-02-03,True,2024-02-03,
329,Customer329,North,2024-12-02,True,2024-12-02,
330,Customer330,South,2025-01-06,True,2025-01-06,
331,Customer331,South,2025-02-12,True,2025-02-12,
332,Customer332,East,2025-03-22,True,2025-03-22,
333,Customer333,Central,2025-06-26,True,2025-06-26,
334,Customer334,East,2025-06-19,True,2025-06-19,
335,Customer335,Central,2024-02-01,True,2024-02-01,
336,Customer336,North,2024-07-20,True,2024-07-20,
337,Customer337,South,2024-05-29,True,2024-05-29,
338,Customer338,North,2025-04-15,True,2025-04-15,
339,Customer339,West,2024-05-31,True,2024-05-31,
340,Customer340,East,2025-07-22,True,2025-07-22,
341,Customer341,West,2024-08-23,True,2024-08-23,
342,Customer342,North,2024-10-27,True,2024-10-27,
343,Customer343,South,2024-05-30,True,2024-05-30,
344,Customer344,North,2024-04-06,True,2024-04-06,
345,Customer345,North,2025-02-06,True,2025-02-06,
346,Customer346,West,2024-06-15,True,2024-06-15,
347,Customer347,Central,2024-03-28,True,2024-03-28,
348,Customer348,East,2025-01-26,True,2025-01-26,
349,Customer349,South,2024-10-20,True,2024-10-20,
350,Customer350,South,2024-12-01,True,2024-12-01,
351,Customer351,North,2024-07-06,True,2024-07-06,
352,Customer352,West,2024-02-03,True,2024-02-03,
353,Customer353,North,2025-04-10,True,2025-04-10,
354,Customer354,North,2024-10-14,True,2024-10-14,
355,Customer355,North,2025-11-10,True,2025-11-10,
356,Customer356,South,2024-04-08,True,2024-04-08,
357,Customer357,West,2025-02-22,True,2025-02-22,
358,Customer358,North,2025-07-14,True,2025-07-14,
359,Customer359,South,2024-05-03,True,2024-05-03,
360,Customer360,West,2024-06-23,True,2024-06-23,
361,Customer361,Central,2024-07-30,True,2024-07-30,
362,Customer362,Central,2024-10-03,True,2024-10-03,
363,Customer363,East,2025-02-22,True,2025-02-22,
364,Customer364,East,2025-09-19,True,2025-09-19,
365,Customer365,East,2024-02-06,True,2024-02-06,
366,Customer366,East,2025-10-03,True,2025-10-03,
367,Customer367,West,2024-04-24,True,2024-04-24,
368,Customer368,West,2025-06-08,True,2025-06-08,
369,Customer369,North,2024-10-15,True,2024-10-15,
370,Customer370,South,2025-01-06,True,2025-01-06,
371,Customer371,Central,2024-01-15,True,2024-01-15,
372,Customer372,West,2024-02-02,True,2024-02-02,
373,Customer373,Central,2024-07-04,True,2024-07-04,
374,Customer374,South,2024-03-01,True,2024-03-01,
375,Customer375,Central,2024-10-17,True,2024-10-17,
376,Customer376,West,2025-01-15,True,2025-01-15,
377,Customer377,North,2025-01-31,True,2025-01-31,
378,Customer378,East,2025-10-13,True,2025-10-13,
379,Customer379,North,2024-09-02,True,2024-09-02,
380,Customer380,South,2024-08-06,True,2024-08-06,
381,Customer381,East,2024-10-03,True,2024-10-03,
382,Customer382,West,2024-04-07,True,2024-04-07,
383,Customer383,North,2025-09-13,True,2025-09-13,
384,Customer384,West,2024-02-01,True,2024-02-01,
385,Customer385,Central,2025-09-22,True,2025-09-22,
386,Customer386,East,2025-08-08,True,2025-08-08,
387,Customer387,East,2024-01-06,True,2024-01-06,
388,Customer388,Central,2024-12-26,True,2024-12-26,
389,Customer389,South,2025-10-26,True,2025-10-26,
390,Customer390,North,2024-06-24,True,2024-06-24,
391,Customer391,West,2025-09-10,True,2025-09-10,
392,Customer392,East,2025-10-14,True,2025-10-14,
393,Customer393,North,2025-08-29,True,2025-08-29,
394,Customer394,South,2025-02-03,True,2025-02-03,
395,Customer395,South,2025-07-14,True,2025-07-14,
396,Customer396,East,2024-01-14,True,2024-01-14,
397,Customer397,West,2024-02-13,True,2024-02-13,
398,Customer398,West,2024-12-04,True,2024-12-04,
399,Customer399,East,2025-06-10,True,2025-06-10,
400,Customer400,North,2024-12-06,True,2024-12-06,
401,Customer401,Central,2024-06-01,True,2024-06-01,
402,Customer402,Central,2024-06-03,True,2024-06-03,
403,Customer403,South,2025-02-23,True,2025-02-23,
404,Customer404,West,2025-11-25,True,2025-11-25,
405,Customer405,North,2024-11-16,True,2024-11-16,
406,Customer406,West,2025-07-01,True,2025-07-01,
407,Customer407,West,2024-12-15,True,2024-12-15,
408,Customer408,West,2025-02-26,True,2025-02-26,
409,Customer409,Central,2024-04-04,True,2024-04-04,
410,Customer410,West,2024-04-06,True,2024-04-06,
411,Customer411,South,2024-10-25,True,2024-10-25,
412,Customer412,North,2025-03-07,True,2025-03-07,
413,Customer413,West,2024-10-02,True,2024-10-02,
414,Customer414,South,2025-10-28,True,2025-10-28,
415,Customer415,North,2024-12-02,True,2024-12-02,
416,Customer416,East,2025-01-04,True,2025-01-04,
417,Customer417,Central,2025-07-30,True,2025-07-30,
418,Customer418,South,2025-10-27,True,2025-10-27,
419,Customer419,East,2025-11-22,True,2025-11-22,
420,Customer420,South,2024-08-08,True,2024-08-08,
421,Customer421,East,2024-03-21,True,2024-03-21,
422,Customer422,South,2025-05-01,True,2025-05-01,
423,Customer423,North,2024-02-17,True,2024-02-17,
424,Customer424,East,2024-10-12,True,2024-10-12,
425,Customer425,East,2024-09-25,True,2024-09-25,
426,Customer426,North,2024-06-25,True,2024-06-25,
427,Customer427,West,2025-03-17,True,2025-03-17,
428,Customer428,North,2024-07-03,True,2024-07-03,
429,Customer429,Central,2024-02-08,True,2024-02-08,
430,Customer430,West,2025-04-30,True,2025-04-30,
431,Customer431,Central,2025-02-02,True,2025-02-02,
432,Customer432,West,2024-10-25,True,2024-10-25,
433,Customer433,East,2025-01-25,True,2025-01-25,
434,Customer434,East,2025-06-29,True,2025-06-29,
435,Customer435,South,2025-06-14,True,2025-06-14,
436,Customer436,North,2024-10-01,True,2024-10-01,
437,Customer437,West,2025-04-06,True,2025-04-06,
438,Customer438,South,2024-01-07,True,2024-01-07,
439,Customer439,East,2024-11-09,True,2024-11-09,
440,Customer440,North,2024-03-12,True,2024-03-12,
441,Customer441,North,2025-05-16,True,2025-05-16,
442,Customer442,North,2025-03-15,True,2025-03-15,
443,Customer443,South,2024-02-28,True,2024-02-28,
444,Customer444,East,2024-12-17,True,2024-12-17,
445,Customer445,North,2024-10-29,True,2024-10-29,
446,Customer446,East,2025-11-14,True,2025-11-14,
447,Customer447,East,2024-08-01,True,2024-08-01,
448,Customer448,East,2025-05-03,True,2025-05-03,
449,Customer449,North,2025-01-14,True,2025-01-14,
450,Customer450,East,2024-01-17,True,2024-01-17,
451,Customer451,North,2024-04-06,True,2024-04-06,
452,Customer452,South,2024-01-04,True,2024-01-04,
453,Customer453,North,2025-09-16,True,2025-09-16,
454,Customer454,South,2024-07-17,True,2024-07-17,
455,Customer455,East,2024-08-08,True,2024-08-08,
456,Customer456,Central,2024-10-09,True,2024-10-09,
457,Customer457,South,2024-04-17,True,2024-04-17,
458,Customer458,West,2025-07-23,True,2025-07-23,
459,Customer459,East,2025-04-16,True,2025-04-16,
460,Customer460,North,2025-11-22,True,2025-11-22,
461,Customer461,East,2025-06-10,True,2025-06-10,
462,Customer462,South,2024-06-07,True,2024-06-07,
463,Customer463,South,2024-03-25,True,2024-03-25,
464,Customer464,Central,2025-01-16,True,2025-01-16,
465,Customer465,West,2024-10-17,True,2024-10-17,
466,Customer466,South,2024-08-15,True,2024-08-15,
467,Customer467,South,2025-06-13,True,2025-06-13,
468,Customer468,South,2024-03-20,True,2024-03-20,
469,Customer469,West,2025-09-14,True,2025-09-14,
470,Customer470,Central,2024-04-27,True,2024-04-27,
471,Customer471,West,2025-02-19,True,2025-02-19,
472,Customer472,West,2024-09-01,True,2024-09-01,
473,Customer473,North,2025-02-22,True,2025-02-22,
474,Customer474,West,2025-02-13,True,2025-02-13,
475,Customer475,North,2025-05-23,True,2025-05-23,
476,Customer476,South,2025-06-19,True,2025-06-19,
477,Customer477,West,2025-03-19,True,2025-03-19,
478,Customer478,North,2024-08-14,True,2024-08-14,
479,Customer479,East,2024-04-29,True,2024-04-29,
480,Customer480,North,2024-03-02,True,2024-03-02,
481,Customer481,North,2025-09-08,True,2025-09-08,
482,Customer482,North,2025-04-10,True,2025-04-10,
483,Customer483,Central,2025-04-12,True,2025-04-12,
484,Customer484,West,2024-02-12,True,2024-02-12,
485,Customer485,East,2024-06-29,True,2024-06-29,
486,Customer486,North,2024-07-10,True,2024-07-10,
487,Customer487,South,2024-04-13,True,2024-04-13,
488,Customer488,North,2025-03-31,True,2025-03-31,
489,Customer489,East,2025-09-29,True,2025-09-29,
490,Customer490,South,2024-11-28,True,2024-11-28,
491,Customer491,East,2025-01-12,True,2025-01-12,
492,Customer492,Central,2025-05-03,True,2025-05-03,
493,Customer493,South,2025-04-08,True,2025-04-08,
494,Customer494,West,2024-05-26,True,2024-05-26,
495,Customer495,North,2024-02-27,True,2024-02-27,
496,Customer496,West,2024-01-09,True,2024-01-09,
497,Customer497,East,2024-05-20,True,2024-05-20,
498,Customer498,East,2025-01-13,True,2025-01-13,
499,Customer499,West,2025-11-12,True,2025-11-12,
500,Customer500,East,2025-04-18,True,2025-04-18,
501,Customer501,East,2025-03-06,True,2025-03-06,
502,Customer502,Central,2025-04-12,True,2025-04-12,
503,Customer503,Central,2025-07-12,True,2025-07-12,
504,Customer504,West,2024-02-12,True,2024-02-12,
505,Customer505,East,2024-02-12,True,2024-02-12,
506,Customer506,Central,2025-09-14,True,2025-09-14,
507,Customer507,West,2024-02-29,True,2024-02-29,
508,Customer508,Central,2024-02-03,True,2024-02-03,
509,Customer509,South,2024-07-08,True,2024-07-08,
510,Customer510,South,2025-11-13,True,2025-11-13,
511,Customer511,West,2025-11-09,True,2025-11-09,
512,Customer512,East,2025-11-05,True,2025-11-05,
513,Customer513,West,2025-04-22,True,2025-04-22,
514,Customer514,Central,2025-03-05,True,2025-03-05,
515,Customer515,West,2024-09-09,True,2024-09-09,
516,Customer516,Central,2025-01-18,True,2025-01-18,
517,Customer517,East,2025-07-14,True,2025-07-14,
518,Customer518,West,2025-09-01,True,2025-09-01,
519,Customer519,South,2024-05-19,True,2024-05-19,
520,Customer520,South,2024-06-12,True,2024-06-12,
521,Customer521,South,2025-03-07,True,2025-03-07,
522,Customer522,Central,2025-06-08,True,2025-06-08,
523,Customer523,Central,2024-01-15,True,2024-01-15,
524,Customer524,East,2025-04-19,True,2025-04-19,
525,Customer525,South,2024-12-04,True,2024-12-04,
526,Customer526,Central,2024-10-11,True,2024-10-11,
527,Customer527,Central,2024-09-13,True,2024-09-13,
528,Customer528,West,2024-12-13,True,2024-12-13,
529,Customer529,East,2024-01-26,True,2024-01-26,
530,Customer530,South,2025-09-23,True,2025-09-23,
531,Customer531,East,2024-02-09,True,2024-02-09,
532,Customer532,North,2025-02-04,True,2025-02-04,
