transaction_id,customer_id,product_id,amount,transaction_date,status,channel
48,43860,568,1250.07,2025-07-25,failed,online
49,39257,1,1065.47,2025-08-10,failed,online
50,14455,401,1523.1,2025-01-19,completed,online
51,48738,3616,906.54,2025-06-13,failed,
52,43649,2230,1931.82,2025-02-17,failed,online
53,39642,2992,1884.06,2025-08-16,failed,online
54,2467,3471,1199.01,2025-06-20,completed,online
55,43312,4127,1626.06,2025-02-26,failed,online
56,16330,1,859.03,2025-06-04,failed,online
57,47900,2640,1286.6,2025-07-27,failed,online
58,9355,1370,711.88,2025-01-15,failed,online
59,49323,1,609.98,2025-07-25,completed,online
60,30155,2334,1905.3,2025-03-08,failed,online
61,38934,1,556.63,2025-05-23,failed,online
62,38608,4084,1637.63,2025-07-25,completed,online
63,23058,3328,1625.88,2025-12-26,completed,online
64,6555,2363,1678.34,2025-02-11,completed,online
65,39274,2738,1061.33,2025-07-30,completed,online
66,3258,4648,1243.16,2025-09-10,failed,online
67,43930,4569,944.1,2025-12-14,completed,online
68,3946,1399,321.6,2025-08-25,completed,online
69,34576,1,456.39,2025-01-07,failed,online
70,26323,1,431.56,2025-03-03,completed,online
71,12461,2331,1227.24,2025-11-09,failed,online
72,41303,2222,488.79,2025-03-18,failed,online
73,14680,3459,906.62,2025-11-17,failed,online
74,46910,2396,179.2,2025-02-22,completed,online
75,37398,4752,870.38,2025-03-19,completed,online
76,38344,1174,552.27,2025-03-10,failed,online
77,8932,4059,1046.93,2025-08-03,failed,online
78,16945,208,84.69,2025-10-04,failed,online
79,84,1,1133.06,2025-12-23,failed,online
80,49431,3250,1577.83,2025-01-28,failed,online
81,33594,1167,549.2,2025-09-04,failed,online
82,2865,1,44.24,2025-03-02,failed,online
83,40948,1369,1562.16,2025-07-11,failed,online
84,35158,3883,906.87,2025-08-06,failed,online
85,24746,621,535.43,2025-03-12,completed,online
86,25446,425,1036.62,2025-10-16,completed,online
87,42269,940,722.18,2025-02-11,completed,online
88,16916,4707,1691.62,2025-04-19,completed,online
89,14393,77,1197.39,2025-12-24,completed,online
90,32465,3175,1015.86,2025-01-17,failed,online
91,13887,541,702.51,2025-02-21,completed,online
92,9582,3287,1877.28,2025-07-08,failed,online
93,30189,772,1204.79,2025-06-25,completed,online
94,42519,1001,97.82,2025-06-07,failed,online
95,49667,1288,961.3,2025-01-03,completed,online
96,37217,1,1059.95,2025-07-13,failed,online
97,22963,423,6558.202410548984,2025-01-25,failed,online
98,7556,3114,1714.82,2025-08-04,completed,online
99,19165,807,419.5,2025-04-25,completed,online
100,40161,1038,1303.24,2025-01-06,completed,
101,48574,3001,1185.0,2025-11-04,failed,online
102,44815,3875,11.69,2025-12-06,failed,online
103,31196,372,286.93,2025-10-22,failed,online
104,38549,1880,815.79,2025-01-14,failed,online
105,45617,1,1560.39,2025-05-05,failed,online
106,9168,4177,1260.51,2025-11-22,completed,online
107,17766,290,1408.78,2025-03-29,completed,online
108,30032,3374,370.27,2025-12-31,failed,online
109,20647,1,1259.86,2025-03-15,failed,online
110,25330,3890,496.67,2025-08-26,completed,online
111,17121,4500,1550.75,2025-11-14,failed,online
112,12164,574,487.33,2025-07-08,completed,online
113,49671,1,819.89,2025-06-27,failed,online
114,10010,4226,91.0,2025-10-04,completed,online
115,41093,1,573.57,2025-12-06,completed,online
116,45483,2907,1941.82,2025-05-11,completed,online
117,3217,1829,862.69,2025-05-30,failed,online
118,10818,2250,1733.15,2025-08-12,failed,online
119,2439,1,1129.77,2025-11-27,failed,online
120,3650,3010,1414.11,2025-09-12,completed,online
121,48292,4881,146.19,2025-06-15,failed,online
122,18501,1,410.32,2025-09-19,failed,online
123,1831,1,7113.943588955277,2025-12-30,failed,online
124,39487,1463,60.16,2025-02-02,failed,online
125,755,3771,1166.17,2025-10-30,completed,online
126,18689,2326,648.79,2025-04-08,failed,online
127,23134,671,1541.27,2025-02-18,failed,online
128,3362,4838,692.06,2025-03-04,completed,online
129,23939,742,571.81,2025-08-24,failed,online
130,2117,1,1881.81,2025-10-15,completed,online
131,4966,1,1472.42,2025-10-18,completed,online
132,41179,1,764.73,2025-01-03,completed,online
133,13253,3602,1638.95,2025-03-11,completed,online
134,41187,2115,329.6,2025-09-16,failed,online
135,35130,735,1261.0,2025-02-21,failed,online
136,8730,4694,1425.61,2025-11-06,completed,online
137,6926,4354,977.94,2025-01-12,completed,online
138,21806,663,1933.49,2025-12-19,failed,
139,45279,3668,1374.86,2025-04-14,completed,online
140,40031,353,1967.13,2025-04-10,failed,online
141,5642,1,491.39,2025-01-11,failed,online
142,24782,4276,1763.2,2025-12-19,failed,online
143,32881,623,1987.95,2025-02-08,failed,online
144,10051,1,1407.75,2025-06-19,failed,online
145,26531,3548,43.75,2025-04-07,completed,online
146,1097,1,145.04,2025-08-28,completed,online
147,25995,4615,1177.89,2025-10-17,completed,online
148,8402,915,723.36,2025-05-26,completed,online
149,21791,1,325.33,2025-07-18,completed,online
150,21739,4189,1835.48,2025-08-13,failed,online
151,13365,2288,782.4,2025-05-26,failed,online
152,8731,260,219.91,2025-04-27,completed,online
153,38840,299,990.78,2025-01-11,completed,online
154,24755,3253,1108.86,2025-01-22,failed,online
155,44288,4708,1423.22,2025-09-30,failed,online
156,38730,2313,1675.19,2025-07-17,failed,online
157,1215,2190,1773.0,2025-12-18,completed,online
158,39730,208,243.99,2025-09-02,failed,
159,31244,3095,1682.18,2025-03-16,failed,online
160,10078,4684,581.53,2025-07-23,failed,online
161,14490,3751,1745.55,2025-02-03,failed,online
162,1764,3382,87.65,2025-08-09,failed,online
163,43406,4721,149.52,2025-06-26,completed,online
164,2325,1691,275.67,2025-02-10,failed,online
165,46996,3388,802.71,2025-04-17,completed,online
166,41129,1,1335.57,2025-05-07,failed,online
167,39417,4120,1540.21,2025-08-10,failed,online
168,43639,1,1109.58,2025-05-13,failed,online
169,10542,2275,5106.408147135577,2025-03-18,completed,online
170,21990,1,1899.28,2025-07-16,failed,online
171,17720,2461,1380.21,2025-01-02,failed,online
172,40484,619,519.65,2025-01-19,failed,online
173,47002,2740,960.07,2025-06-11,failed,online
174,20781,1,1466.12,2025-03-24,failed,online
175,16186,144,950.89,2025-08-08,completed,online
176,42719,3859,310.31,2025-06-01,failed,online
177,28250,636,1910.41,2025-03-15,completed,online
178,1101,2941,653.17,2025-02-26,failed,online
179,6150,1,92.84,2025-03-15,failed,online
180,27864,2634,1157.06,2025-12-20,completed,online
181,21055,1,1152.43,2025-06-22,completed,online
182,29327,1,1471.35,2025-09-17,failed,online
183,16865,148,1783.57,2025-08-06,failed,online
184,18059,4419,485.96,2025-08-25,failed,online
185,25303,1774,1259.38,2025-05-03,failed,online
186,35960,4018,1430.85,2025-07-13,failed,online
187,42993,4759,1382.47,2025-02-09,failed,online
188,7097,2989,1645.69,2025-03-11,completed,online
189,30723,1,1690.54,2025-04-27,failed,online
190,19689,2835,841.88,2025-07-15,failed,online
191,42455,4987,1928.36,2025-03-06,completed,online
192,28298,1,613.38,2025-05-10,failed,online
193,11938,2288,470.14,2025-08-03,completed,online
194,25560,2594,1171.03,2025-06-27,failed,online
195,31885,4209,229.78,2025-11-18,failed,online
196,45067,3034,37.14,2025-07-28,completed,online
197,14010,1005,313.72,2025-06-05,failed,online
198,34379,3743,997.29,2025-08-13,completed,online
199,973,1,989.73,2025-10-17,failed,online
200,28771,2794,86.08,2025-11-30,completed,online
201,33234,2991,112.62,2025-02-16,failed,online
202,47865,1,361.28,2025-04-29,completed,online
203,23904,4294,483.2,2025-12-30,failed,online
204,10626,3097,394.67,2025-03-14,completed,online
205,22592,4468,1017.29,2025-06-17,completed,online
206,24320,1632,10.06,2025-08-17,failed,online
207,44436,4374,125.28,2025-09-27,completed,online
208,6856,1650,453.18,2025-06-16,failed,online
209,15623,1463,463.27,2025-05-12,completed,online
210,29609,457,1763.28,2025-03-30,completed,online
211,24332,1,790.1,2025-12-10,failed,online
212,43625,1,1427.44,2025-11-02,completed,online
213,16144,4361,1596.34,2025-04-11,failed,
214,41639,3702,1954.9,2025-10-03,failed,online
215,16844,4023,1122.6,2025-03-10,completed,online
216,24428,892,508.41,2025-12-28,failed,online
217,44458,1719,1718.57,2025-07-07,completed,online
218,40268,1636,991.07,2025-09-22,completed,online
219,26385,1033,443.75,2025-04-03,failed,online
220,21258,2613,21.8,2025-12-16,failed,online
221,32294,2649,614.76,2025-08-11,failed,online
222,21068,2869,454.99,2025-04-11,completed,online
223,23469,4426,1778.94,2025-06-27,failed,online
224,35463,2580,1631.13,2025-05-13,failed,online
225,31190,1916,1824.45,2025-11-07,completed,online
226,26410,1,245.93,2025-08-07,completed,online
227,20089,761,194.53,2025-09-13,failed,online
228,37073,2118,624.07,2025-05-31,completed,online
229,39475,571,1621.94,2025-11-21,completed,online
230,19440,2388,424.65,2025-04-28,completed,online
231,15540,2417,469.02,2025-08-29,failed,online
232,7673,1860,1945.74,2025-03-03,failed,online
233,19786,3519,63.65,2025-04-10,completed,online
234,13239,676,1994.01,2025-12-03,failed,online
235,37856,246,1365.26,2025-07-17,failed,online
236,11706,3537,438.45,2025-03-04,completed,online
237,48368,2590,285.24,2025-10-03,completed,online
238,37336,3507,1289.75,2025-03-06,completed,online
239,43196,3784,1959.58,2025-09-23,completed,online
240,33542,353,1803.49,2025-06-17,completed,
241,18234,502,6376.898401764453,2025-07-25,completed,online
242,33846,976,1017.45,2025-08-28,failed,online
243,6725,4626,1951.38,2025-06-09,completed,online
244,32782,1,694.85,2025-04-06,failed,online
245,49379,2449,991.3,2025-07-08,failed,online
246,38223,1,200.9,2025-06-12,failed,online
247,47243,1,1756.72,2025-10-22,failed,online
248,43356,245,1746.48,2025-11-01,completed,online
249,6169,3548,702.66,2025-08-27,failed,online
250,1072,1,641.85,2025-03-19,failed,online
251,15077,4621,1774.61,2025-01-21,failed,online
252,446,1,1363.96,2025-04-17,failed,online
253,33348,696,1345.12,2025-03-09,completed,online
254,3521,4714,1647.91,2025-10-25,failed,online
255,12802,2917,305.13,2025-06-17,failed,online
256,4519,1,353.06,2025-05-29,completed,online
257,45923,1177,1425.33,2025-07-02,completed,online
258,14682,4960,1925.64,2025-09-04,failed,online
259,37992,3022,717.35,2025-12-17,failed,online
260,24798,2837,1563.28,2025-02-20,completed,online
261,33032,4442,1043.18,2025-01-26,failed,online
262,47647,1,26.4,2025-04-23,completed,online
263,32722,3857,907.54,2025-04-17,failed,online
264,7007,1,106.75,2025-05-18,completed,online
265,18171,2846,121.86,2025-02-22,completed,online
266,24494,323,748.58,2025-04-07,completed,online
267,39948,2695,1926.5,2025-02-07,completed,online
268,18650,3279,1483.71,2025-06-07,completed,online
269,38097,4835,203.9,2025-12-11,completed,
270,39752,3206,1154.78,2025-12-12,completed,online
271,36348,1,1042.24,2025-07-30,failed,online
272,19116,741,946.97,2025-03-31,completed,online
273,43957,1634,873.09,2025-02-11,failed,online
274,42429,153,1524.44,2025-04-03,completed,online
275,47660,1902,185.06,2025-05-25,failed,online
276,23824,1,1660.63,2025-01-30,completed,online
277,34240,1792,828.53,2025-06-28,failed,online
278,28914,3166,592.78,2025-02-20,failed,online
279,7461,1,748.53,2025-02-21,failed,online
280,32365,3653,1175.8,2025-11-30,failed,online
281,37675,516,524.65,2025-07-24,failed,online
282,12390,1031,509.78,2025-08-21,failed,online
283,8860,671,1112.46,2025-08-14,failed,online
284,594,1155,612.5,2025-08-11,failed,online
285,36595,75,1499.79,2025-05-22,failed,online
286,24047,1719,1878.91,2025-01-02,failed,online
287,10749,3653,1070.73,2025-06-17,failed,online
288,2392,746,1719.04,2025-09-06,failed,online
289,42643,4003,1742.63,2025-03-08,failed,online
290,9881,4580,650.33,2025-04-17,completed,online
291,41397,2096,1112.92,2025-03-28,completed,online
292,36230,1,1465.22,2025-09-09,failed,online
293,35242,1005,476.62,2025-01-04,failed,online
294,42543,2953,532.8,2025-03-09,completed,online
295,47881,709,862.27,2025-09-11,failed,online
296,14381,1,989.39,2025-11-08,failed,online
297,16704,1,1183.89,2025-12-19,failed,online
298,8839,3809,343.46,2025-04-17,completed,online
299,29679,4773,528.1,2025-11-03,completed,online
300,5306,1,301.5,2025-08-12,completed,online
301,46691,3644,1728.24,2025-12-12,completed,online
302,21017,3075,1367.27,2025-04-18,failed,online
303,9974,4300,6437.874137510631,2025-11-12,completed,
304,24111,1328,82.5,2025-09-07,failed,online
305,30650,2072,829.71,2025-09-01,completed,online
306,42689,1,531.04,2025-11-25,completed,online
307,49956,1152,110.34,2025-12-25,completed,online
308,27197,2664,1944.34,2025-09-11,failed,online
309,39212,2973,1308.6,2025-02-26,failed,online
310,47674,4370,342.08,2025-07-04,completed,online
311,11698,4602,575.96,2025-10-02,failed,online
312,1498,2186,1407.94,2025-02-23,failed,online
313,5203,1477,977.21,2025-02-26,completed,online
314,45841,2650,1661.42,2025-01-08,completed,online
315,10594,2272,1500.68,2025-02-25,completed,online
316,31581,2501,392.83,2025-06-28,completed,online
317,48946,3286,1828.45,2025-07-02,failed,online
318,34947,4110,172.65,2025-05-05,failed,online
319,36177,3437,1736.6,2025-11-30,completed,online
320,44006,1005,372.14,2025-01-07,completed,online
321,30946,2103,660.41,2025-11-01,completed,online
322,25178,1602,33.15,2025-04-02,completed,online
323,37515,1629,1582.44,2026-01-01,completed,online
324,13339,3344,1687.7,2025-01-12,failed,online
325,25673,1,688.26,2025-07-20,completed,online
326,7487,2022,1339.48,2025-12-30,completed,online
327,14426,4219,1368.45,2025-12-21,failed,online
328,32438,1354,1308.64,2025-09-25,failed,online
329,31997,386,1473.17,2025-11-16,completed,online
330,39172,3055,1729.94,2025-07-14,completed,online
331,27870,1832,1195.78,2025-09-04,completed,online
332,13870,231,751.0,2025-02-19,failed,online
333,45836,1,18.31,2025-02-05,failed,online
334,38365,4658,1270.84,2025-02-10,failed,online
335,24214,3453,120.85,2025-06-08,completed,online
336,603,993,1881.64,2025-03-08,completed,online
337,43825,2549,798.51,2025-05-01,completed,online
338,44470,4392,1817.11,2025-06-02,failed,online
339,23074,3324,1208.16,2025-04-30,completed,online
340,6278,3410,515.03,2025-06-30,failed,online
341,42329,3582,1879.19,2025-09-22,failed,online
342,34302,2911,878.16,2025-02-24,completed,online
343,6441,1,7302.3648988318055,2025-06-23,completed,online
344,4639,3847,1268.83,2025-05-03,completed,online
345,25525,1,1521.72,2025-09-19,failed,online
346,16934,3536,1692.01,2025-12-17,failed,online
347,6558,3203,797.4,2025-12-21,completed,online
348,18673,1,9975.4794154438,2025-03-03,failed,online
349,15004,3702,231.39,2025-11-04,failed,online
350,20457,3213,1292.39,2025-05-06,failed,online
351,28831,1,432.2,2025-12-30,completed,
352,10717,1055,935.91,2025-03-25,failed,online
353,10000,252,1427.5,2025-11-30,completed,online
354,12078,1802,740.08,2025-01-16,completed,online
355,22346,4210,1931.05,2025-05-19,failed,online
356,23951,1700,1828.39,2025-03-01,failed,online
357,34596,2249,1978.33,2025-10-03,failed,online
358,49981,4266,892.3,2025-11-13,failed,online
359,40472,2086,1228.99,2025-07-16,failed,online
360,21772,2871,472.53,2025-10-29,failed,online
361,1696,3916,1564.68,2025-02-16,failed,online
362,49627,1,1160.88,2025-10-19,completed,online
363,6320,1,649.49,2025-09-05,completed,online
364,34810,686,214.03,2025-02-10,completed,online
365,32604,1662,665.69,2025-10-10,failed,online
366,35106,2386,647.08,2025-06-05,completed,online
367,35223,341,1696.7,2025-04-09,failed,online
368,28773,4390,690.52,2025-05-21,completed,online
369,20717,859,1391.16,2025-03-31,failed,online
370,9028,264,466.78,2025-09-10,failed,online
371,4829,2416,651.28,2025-02-21,completed,online
372,28719,2626,1110.19,2025-08-03,completed,online
373,17105,4292,1695.66,2025-02-18,completed,online
374,48539,1557,1488.09,2025-09-25,failed,online
375,48709,1,164.3,2025-10-20,failed,online
376,32439,714,1106.97,2025-08-07,completed,
377,45353,4128,1670.35,2025-12-30,completed,online
378,9938,2808,1317.5,2025-08-06,completed,online
379,21653,2661,1533.91,2025-11-18,failed,online
380,10854,2973,1033.26,2025-09-22,failed,online
381,17778,1,541.05,2025-04-08,completed,online
382,30747,3190,1053.86,2025-07-01,failed,online
383,956,3096,41.96,2025-11-27,failed,online
384,956,1,1307.19,2025-12-17,failed,online
385,21914,4060,1397.7,2025-04-28,completed,online
386,8795,1364,180.71,2025-12-08,completed,online
387,20749,2276,894.12,2025-03-24,failed,online
388,36117,2003,595.92,2025-03-25,failed,online
389,7838,1,800.38,2025-12-10,failed,online
390,40288,1,1645.11,2025-02-27,failed,online
391,49709,1,1456.27,2025-01-07,failed,online
392,12120,1,291.21,2025-12-13,completed,online
393,3865,1,37.18,2025-08-10,failed,online
394,27819,655,1104.13,2025-03-03,completed,online
395,21271,1213,600.63,2025-09-07,completed,online
396,15034,500,1868.07,2025-01-16,failed,online
397,48526,306,1706.45,2025-10-09,completed,online
398,33015,3849,1256.41,2025-09-12,completed,online
399,17048,157,1627.94,2025-07-07,failed,online
400,2031,522,1120.35,2025-05-13,failed,online
401,25785,1,1547.84,2025-11-17,completed,online
402,36507,225,115.31,2025-12-13,completed,online
403,13758,1623,1314.72,2025-09-22,completed,online
404,3843,268,935.66,2025-11-09,completed,online
405,12732,1,1569.9,2025-09-15,failed,online
406,16518,4894,1083.22,2025-08-02,failed,online
407,37881,2405,355.82,2025-06-13,failed,online
408,21239,3011,1278.3,2025-08-31,completed,online
409,3575,1,590.48,2025-02-02,failed,online
410,48169,4093,223.4,2025-03-01,failed,online
411,7815,2209,843.06,2025-11-09,completed,online
412,28663,1,1894.61,2025-01-12,completed,online
413,46897,2391,1165.42,2025-05-10,completed,online
414,14568,77,934.43,2025-01-31,completed,online
415,33320,3649,1694.61,2025-06-29,completed,online
416,47626,1668,229.9,2025-08-15,failed,online
417,3982,1,1505.81,2025-05-11,completed,online
418,4828,1457,1992.91,2025-03-02,failed,online
419,40824,3010,1387.86,2025-09-20,completed,online
420,38386,4904,1774.07,2025-12-20,failed,online
421,3274,1,1566.29,2025-05-14,completed,online
422,4196,3259,474.38,2025-01-02,failed,online
423,44326,650,1711.0,2025-08-01,failed,online
424,31836,4907,1524.07,2025-01-02,failed,online
425,45876,2832,951.45,2025-07-23,failed,online
426,1686,2524,134.7,2025-09-27,completed,online
427,46012,1,1259.99,2025-09-30,failed,online
428,25552,2581,756.47,2025-07-30,completed,online
429,3289,4609,1154.26,2025-09-24,completed,online
430,44124,1,915.32,2025-01-01,completed,online
431,8534,1,1768.66,2025-05-14,completed,online
432,30098,151,531.22,2025-02-10,completed,online
433,45716,1947,842.83,2025-07-02,failed,online
434,42403,1115,1164.7,2025-02-06,failed,online
435,37173,3288,599.24,2025-07-18,completed,online
436,40456,1,1796.06,2025-03-11,completed,online
437,678,1388,1023.85,2025-08-06,failed,online
438,49873,1,1522.52,2025-07-23,failed,online
439,39553,3221,1107.8,2025-02-26,failed,online
440,5500,1,1128.09,2025-09-10,failed,online
441,12471,2169,1015.07,2025-09-21,completed,online
442,24294,1,1846.26,2025-09-15,failed,online
443,2587,1,1770.56,2025-07-19,failed,online
444,1406,1,234.52,2025-06-22,failed,online
445,21008,3083,1715.97,2025-03-20,failed,online
446,38924,365,754.19,2025-01-25,failed,online
447,13144,1,858.03,2025-10-03,completed,online
448,3400,819,1019.4,2025-10-18,failed,online
449,410,4284,187.26,2025-12-29,failed,online
450,17671,3070,1748.41,2025-02-25,failed,online
451,15595,1,1573.24,2025-11-25,failed,online
452,35484,2680,1067.07,2025-09-03,completed,online
453,20981,4637,371.86,2025-12-28,failed,online
454,14257,148,592.16,2025-06-30,completed,online
455,3246,1,1462.81,2025-01-14,completed,online
456,9079,2983,1725.95,2025-06-03,failed,online
457,23645,4605,1327.47,2025-05-22,failed,online
458,10481,894,1899.53,2025-06-12,completed,online
459,36091,4936,619.78,2025-06-13,completed,online
460,45558,1,535.13,2025-02-16,failed,online
461,26915,4743,456.95,2025-08-13,failed,online
462,29851,577,1307.65,2025-08-17,completed,online
463,18434,2724,1260.01,2025-06-01,failed,online
464,43174,647,1230.84,2025-05-12,completed,online
465,33299,1,1686.45,2025-06-09,failed,online
466,33671,3530,1513.45,2025-03-09,failed,online
467,29478,1,1098.5,2025-07-03,failed,online
468,35600,2318,1440.37,2025-07-14,completed,online
469,30656,4665,1740.21,2025-06-20,failed,online
470,7351,1,914.62,2025-12-19,completed,online
471,45366,1485,650.63,2025-12-31,failed,online
472,6853,3426,1527.38,2025-01-04,failed,online
473,35453,4500,1181.0,2025-04-10,completed,online
474,47400,3782,660.46,2025-03-27,failed,online
475,9251,2439,178.34,2025-02-25,failed,online
476,33835,260,401.18,2025-07-28,completed,online
477,15647,1289,10.06,2025-05-04,completed,online
478,41637,1691,1927.61,2025-11-11,completed,online
479,14511,1844,81.89,2025-07-15,failed,online
480,2345,1954,1662.14,2025-02-18,completed,online
481,42488,147,486.0,2025-03-06,completed,online
482,49451,1,1013.19,2025-07-10,completed,online
483,34658,3117,73.21,2025-04-08,failed,online
484,33960,3202,285.77,2026-01-01,failed,online
485,26102,1,1148.91,2025-01-05,failed,online
486,13402,3948,1208.08,2025-03-26,completed,online
487,20117,1,1223.37,2025-07-05,failed,online
488,5355,1,1622.84,2025-09-07,failed,online
489,49383,1,1911.67,2025-01-04,completed,online
490,18353,1016,1207.27,2025-03-08,failed,online
491,43592,1,133.76,2025-04-29,completed,online
492,16946,4013,1795.09,2025-08-05,failed,online
493,38732,1780,588.92,2025-03-27,failed,online
494,24231,1,26.44,2025-11-17,failed,online
495,34653,183,171.38,2025-06-24,completed,online
496,35235,1,1558.15,2025-04-12,failed,online
497,5415,4374,1594.81,2025-03-03,completed,online
498,12370,1914,947.91,2025-01-13,completed,online
499,16147,1,1013.07,2025-10-30,completed,online
500,1476,3113,441.31,2025-03-04,completed,online
501,44319,1108,782.76,2025-04-25,completed,online
502,39495,3949,1617.25,2025-07-17,completed,online
503,19443,4701,1247.14,2025-09-15,failed,online
504,44065,505,358.4,2025-02-21,failed,online
505,11813,736,788.64,2025-04-27,failed,
506,21480,4533,1912.79,2025-07-03,completed,online
507,32704,1312,1496.0,2025-09-13,failed,online
508,6252,1,1099.26,2025-01-10,completed,online
509,43327,4116,1443.56,2025-12-06,failed,online
510,33253,4820,1257.6,2025-10-30,completed,online
511,11939,1,693.18,2025-04-30,completed,online
512,11162,1054,1006.68,2025-02-03,failed,online
513,18506,1460,1993.47,2025-01-10,completed,online
514,1065,3610,883.81,2025-11-28,completed,online
515,46419,3914,1212.46,2025-12-18,completed,online
516,18087,2936,1274.28,2025-01-27,completed,online
517,20295,1,1560.58,2025-02-23,failed,online
518,2106,3488,930.4,2025-08-10,failed,online
519,19567,3003,1829.83,2025-09-05,completed,online
520,18297,859,1502.67,2025-02-06,completed,online
521,33172,1,1402.5,2025-04-19,failed,online
522,47895,1564,177.96,2026-01-01,completed,online
523,37109,4355,702.43,2025-10-29,failed,online
524,25669,3087,1367.34,2025-12-14,failed,online
525,43074,3402,1804.37,2025-06-27,completed,online
526,3293,1351,607.7,2025-02-13,failed,online
527,9914,2348,449.84,2025-09-20,failed,online
528,35049,1,847.77,2025-05-17,completed,online
529,39099,1205,948.16,2025-06-29,completed,online
530,41346,3659,1704.38,2025-03-18,completed,online
531,11086,2387,1442.47,2025-06-30,completed,online
532,17982,2101,1570.45,2025-08-19,completed,online
533,22190,1610,1984.44,2025-11-25,completed,online
534,48745,1374,376.68,2025-10-17,completed,online
535,10526,791,1506.41,2025-03-09,completed,online
536,9414,3822,1948.03,2025-08-29,completed,online
537,33738,1177,1004.84,2025-01-11,completed,online
538,39141,3902,1065.45,2025-01-03,failed,
539,27683,805,224.99,2025-05-05,completed,online
540,43640,2109,154.9,2025-08-06,failed,online
541,44568,1,1223.48,2025-10-19,completed,online
542,46358,3712,225.43,2025-06-16,failed,online
543,36161,3561,1510.54,2025-10-24,completed,online
544,42297,242,1737.99,2025-07-30,completed,online
545,32651,674,1274.08,2025-12-28,failed,online
546,49581,1617,878.97,2025-06-16,failed,online
547,49855,2391,1819.97,2025-11-19,completed,online
548,18725,2113,1579.51,2025-03-09,completed,online
549,44649,4118,348.62,2025-04-20,completed,online
550,11498,4928,1811.28,2025-09-10,completed,online
551,43836,2116,1897.66,2025-08-09,completed,online
552,18639,11,1582.44,2025-02-08,completed,online
553,12864,1,324.11,2025-08-03,failed,online
554,16801,616,1153.4,2025-12-13,completed,online
555,23336,467,602.26,2025-11-02,completed,online
556,20125,488,1751.06,2025-08-14,failed,online
557,28464,2675,1883.19,2025-07-30,failed,online
558,43013,469,1722.31,2025-02-14,completed,online
559,10301,1584,697.37,2025-08-22,failed,online
560,13575,2081,1586.65,2025-02-24,failed,online
561,14864,3895,1883.46,2025-08-11,failed,online
562,46753,4918,875.02,2025-06-15,failed,online
563,5794,1,1913.1,2025-05-09,failed,online
564,6992,1682,918.46,2025-12-26,failed,online
565,24863,4783,1577.58,2025-12-19,failed,online
566,17975,1,1014.59,2025-02-07,completed,online
567,6578,1,366.26,2025-11-29,failed,online
568,20740,2166,1113.17,2025-06-19,completed,online
569,19408,1,358.34,2025-11-19,failed,online
570,37659,4615,446.62,2025-12-10,completed,
571,3769,1830,163.65,2025-02-08,failed,online
572,29327,3386,1917.29,2025-11-20,failed,online
573,20225,1,935.38,2025-03-03,completed,online
574,24506,4932,1618.93,2025-11-18,failed,online
575,28481,1740,1861.59,2025-12-14,completed,online
576,31849,3224,796.36,2025-01-22,completed,online
577,35774,3071,1039.39,2025-05-31,failed,online
