transaction_id,customer_id,product_id,amount,transaction_timestamp,status,channel
68043,56,240,4203.4,2026-01-01 16:38:44,failed,store
29928,3969,340,497.91,2026-01-01 14:57:08,success,online
62234,1876,63,3513.8,2026-01-01 15:15:18,success,online
15426,251,243,105.9,2026-01-01 14:41:56,success,online
15426,1871,105,68.32,2026-01-01 03:49:32,success,online
77461,3429,82,863.38,2026-01-01 04:38:34,failed,online
52369,1810,16,3516.78,2026-01-01 14:54:05,success,store
90376,4928,431,2880.41,2026-01-01 08:51:41,failed,online
7394,4951,272,3308.44,2026-01-01 01:20:22,failed,store
1635,583,113,3101.97,2026-01-01 22:57:54,failed,store
68919,4062,124,698.12,2026-01-02 00:59:49,failed,store
53768,348,191,3734.8,2026-01-01 01:20:39,success,store
19423,1059,385,1324.36,2026-01-02 01:55:30,failed,online
37447,2665,243,2861.04,2026-01-01 12:30:19,success,online
18969,3106,426,4242.0,2026-01-01 12:06:31,failed,store
84443,4890,147,3499.88,2026-01-01 13:56:08,success,online
29114,2156,393,4964.05,2026-01-01 20:41:40,success,online
82503,431,161,1860.63,2026-01-01 02:41:39,success,online
63435,263,13,2031.08,2026-01-01 14:22:53,success,online
46403,24,438,3690.43,2026-01-01 08:26:13,success,online
29028,384,267,3118.99,2026-01-01 19:21:09,success,online
9851,1801,357,2464.73,2026-01-01 09:20:25,success,store
67587,2862,462,211.57,2026-01-01 23:16:46,success,store
75035,3818,49,2840.3,2026-01-01 01:28:48,success,store
22505,3106,258,1315.21,2026-01-01 21:27:14,failed,online
72871,2975,321,3696.54,2026-01-01 01:17:57,failed,online
94465,2802,124,414.38,2026-01-01 09:16:43,failed,store
97449,4643,403,3839.9,2026-01-01 08:51:47,success,store
88039,1542,68,2109.22,2026-01-01 02:06:22,success,online
38680,1906,3,4469.1,2026-01-01 21:23:24,success,online
67699,2505,447,1482.79,2026-01-01 03:44:54,success,store
32374,1354,112,1505.07,2026-01-01 09:11:27,success,online
30940,1110,167,2129.29,2026-01-01 17:19:23,failed,online
89529,590,100,3202.93,2026-01-01 08:03:00,success,online
82948,2326,6,4724.08,2026-01-01 08:00:20,success,store
5324,4114,468,3373.64,2026-01-01 10:28:44,success,online
79284,4372,464,422.42,2026-01-01 06:17:22,success,store
79288,1484,487,3771.68,2026-01-01 21:59:50,success,store
26398,4583,399,4000.55,2026-01-01 22:32:17,success,online
30719,3837,136,3102.89,2026-01-01 04:35:04,success,store
17749,3893,240,4527.54,2026-01-01 20:49:57,success,online
82592,3292,319,555.57,2026-01-02 01:22:33,failed,online
55213,805,482,1334.25,2026-01-01 03:49:21,failed,online
19852,2025,5,2063.86,2026-01-01 01:11:13,success,store
63863,4854,326,2828.5,2026-01-01 05:18:47,failed,store
9059,1168,22,924.41,2026-01-02 00:39:54,failed,store
86935,1386,56,4519.84,2026-01-01 08:31:36,failed,store
80647,2692,265,4129.73,2026-01-01 21:02:17,failed,store
87885,4482,130,4414.32,2026-01-01 09:38:42,failed,store
18315,630,275,543.29,2026-01-02 00:57:28,failed,online
55059,757,404,3172.31,2026-01-01 20:04:32,success,online
22026,3137,21,1357.32,2026-01-01 07:22:10,success,store
61960,4058,343,1470.9,2026-01-01 22:29:10,failed,store
8331,240,103,4724.3,2026-01-01 03:35:15,success,online
94653,3613,110,1843.72,2026-01-01 00:24:25,failed,online
290,3140,36,1784.22,2026-01-01 08:59:14,failed,store
45430,2690,264,1662.58,2026-01-01 18:33:21,success,online
98028,1227,429,1600.31,2026-01-01 10:25:17,success,store
52875,2820,53,2407.85,2026-01-01 17:00:43,failed,store
30515,4663,421,2269.97,2026-01-01 08:06:50,failed,online
93408,4769,175,3746.58,2026-01-01 14:35:55,success,online
48294,1236,472,3374.49,2026-01-02 00:05:46,failed,store
61310,2524,432,472.11,2026-01-01 15:18:58,failed,online
20418,645,290,3477.89,2026-01-01 02:32:18,success,store
73527,639,276,1290.22,2026-01-01 11:15:27,success,store
84583,538,354,3198.58,2026-01-01 16:30:07,success,online
62919,2090,201,2846.58,2026-01-01 07:40:18,failed,store
6448,2304,182,3733.28,2026-01-01 20:45:31,success,store
18971,1920,367,3133.63,2026-01-01 03:29:56,success,online
87159,54,409,1374.9,2026-01-01 03:14:30,success,store
3688,1170,494,1897.14,2026-01-01 15:37:54,success,online
16193,4568,321,4073.43,2026-01-01 04:35:05,failed,store
73335,2241,219,161.64,2026-01-01 04:22:50,failed,online
23311,292,339,4091.09,2026-01-01 03:47:49,failed,store
99641,403,370,4631.43,2026-01-01 07:24:48,success,store
4653,664,158,202.49,2026-01-01 01:40:14,failed,online
34375,3334,412,920.34,2026-01-02 03:25:20,success,store
57489,4744,36,4688.85,2026-01-01 06:03:37,failed,store
73760,2140,209,4324.96,2026-01-01 21:28:21,success,store
25268,1386,221,180.56,2026-01-01 05:25:04,failed,store
99973,3633,155,619.87,2026-01-01 07:19:43,failed,store
72576,4732,160,1142.42,2026-01-01 05:34:24,success,online
84660,3038,226,2745.93,2026-01-01 03:15:17,failed,online
4007,2679,328,3297.16,2026-01-01 13:07:52,success,store
4459,1047,366,1945.03,2026-01-01 13:46:41,success,store
85598,4429,345,941.21,2026-01-02 03:07:26,failed,online
77579,4461,77,2386.92,2026-01-01 22:01:49,failed,online
66339,1926,331,4642.62,2026-01-01 22:32:08,failed,online
67267,1266,33,1912.75,2026-01-01 09:29:11,success,store
8258,1678,215,3080.88,2026-01-01 07:13:56,failed,store
1037,2726,243,1821.56,2026-01-02 02:13:57,failed,online
21053,69,128,3872.13,2026-01-01 11:37:39,failed,online
38519,2731,495,1600.0,2026-01-01 07:12:06,failed,store
5110,4868,310,2328.06,2026-01-01 13:38:11,failed,store
72674,2535,125,2463.81,2026-01-01 16:20:32,success,online
32778,1110,147,2704.5,2026-01-01 22:24:44,failed,store
92073,2479,288,2809.5,2026-01-02 01:43:38,success,store
26768,3043,37,38.84,2026-01-01 04:00:27,failed,store
42005,4689,171,1724.29,2026-01-01 16:48:48,failed,store
99456,662,29,3891.01,2026-01-01 11:53:32,failed,store
95499,300,462,1980.22,2026-01-01 05:20:23,failed,online
85518,3633,73,2885.61,2026-01-01 06:42:42,failed,store
54816,1786,29,2524.74,2026-01-01 08:37:32,failed,store
17855,1903,34,4796.74,2026-01-02 02:44:55,failed,store
55710,3316,265,4475.0,2026-01-01 12:03:32,failed,store
67497,3176,282,1324.67,2026-01-02 03:34:15,failed,store
86956,2012,458,725.23,2026-01-01 12:24:17,failed,online
38970,3214,56,2966.35,2026-01-01 15:15:23,failed,online
29605,80,167,71.22,2026-01-01 20:53:12,failed,online
91529,4133,435,535.19,2026-01-02 01:21:38,success,store
49249,2161,258,95.63,2026-01-01 16:51:13,success,store
66500,2821,75,1346.66,2026-01-01 10:56:36,failed,online
3109,1994,313,3970.03,2026-01-02 02:57:37,failed,online
26735,3302,11,694.12,2026-01-01 16:35:35,failed,online
47684,3033,378,1125.75,2026-01-01 17:02:25,success,store
97242,3027,225,523.07,2026-01-01 08:06:23,failed,online
78468,1009,152,2653.76,2026-01-01 01:27:24,success,online
92777,309,493,848.84,2026-01-01 13:23:47,failed,online
4064,4528,35,1332.0,2026-01-01 11:56:12,success,store
13065,3822,450,4711.73,2026-01-01 07:09:31,success,store
63919,3294,260,1665.06,2026-01-01 06:54:47,success,store
80177,930,309,57.8,2026-01-01 16:30:02,success,online
85119,4031,159,3966.64,2026-01-02 01:17:36,success,store
9838,1823,37,4133.33,2026-01-01 13:41:02,failed,store
12222,2397,77,4113.58,2026-01-01 04:51:46,failed,store
62004,792,254,2409.06,2026-01-01 23:18:50,failed,store
48804,3630,193,3498.99,2026-01-01 23:44:18,failed,online
1463,4605,346,3010.59,2026-01-01 16:23:34,failed,online
82927,1030,80,1514.34,2026-01-02 01:51:15,success,online
69897,2052,127,4438.18,2026-01-01 03:39:54,failed,online
78799,2155,77,889.18,2026-01-01 14:38:31,success,online
26456,1583,1,538.54,2026-01-01 23:29:43,success,online
55160,2513,128,4351.26,2026-01-02 03:46:25,success,online
97753,579,349,4602.42,2026-01-01 18:22:01,failed,online
17956,1849,395,1139.48,2026-01-01 08:04:25,failed,store
61216,901,127,4125.65,2026-01-01 04:44:23,failed,online
49888,2205,245,4540.03,2026-01-01 20:04:08,success,store
59343,3547,13,3340.6,2026-01-01 09:23:01,success,store
64031,3699,185,2053.76,2026-01-01 00:30:33,success,store
91870,370,240,582.95,2026-01-02 00:48:39,failed,online
97322,1487,101,312.04,2026-01-01 15:17:57,success,store
20404,1945,166,733.32,2026-01-01 22:04:29,failed,store
5569,4953,141,1570.58,2026-01-01 16:05:31,failed,online
71048,3881,384,2240.85,2026-01-01 12:14:13,success,online
99678,1436,293,3705.58,2026-01-01 10:34:57,failed,online
48137,1555,325,262.86,2026-01-01 14:38:57,success,store
46802,1888,250,1618.43,2026-01-02 02:16:51,success,online
40901,640,91,384.69,2026-01-02 01:55:52,failed,online
43601,2727,88,4410.55,2026-01-01 06:51:13,failed,online
93296,4470,133,549.41,2026-01-01 09:10:58,success,store
87941,2423,262,4808.77,2026-01-01 15:50:33,success,online
30298,4296,98,744.47,2026-01-01 09:54:16,success,store
16559,1080,433,4316.6,2026-01-01 00:56:44,success,online
825,2445,233,820.28,2026-01-01 23:19:01,success,store
65000,1712,118,3669.64,2026-01-01 16:50:54,success,store
23337,2419,441,3479.87,2026-01-01 17:08:06,success,store
5274,3626,353,844.9,2026-01-01 21:00:09,failed,store
69637,932,427,368.3,2026-01-01 03:58:35,failed,online
54959,1006,499,2295.75,2026-01-01 23:10:30,success,online
79757,4691,215,2096.59,2026-01-02 03:44:40,success,store
78275,1304,118,2869.48,2026-01-01 21:19:54,failed,online
30549,776,299,3219.62,2026-01-01 12:24:49,failed,store
21397,4097,334,3417.86,2026-01-01 00:20:43,success,store
64342,3345,11,4302.18,2026-01-02 00:52:42,failed,online
99234,3859,380,2122.3,2026-01-01 14:43:11,success,store
4740,2766,486,4708.47,2026-01-01 19:42:36,failed,online
95436,3666,181,1274.32,2026-01-01 09:22:18,success,online
16058,242,141,2934.54,2026-01-01 01:39:02,success,store
25640,4830,489,2704.24,2026-01-01 04:26:31,success,online
83965,4508,466,1927.42,2026-01-01 19:57:18,failed,store
39179,4442,241,518.83,2026-01-01 22:13:21,failed,online
82153,1725,396,3142.43,2026-01-01 05:54:05,success,online
65673,3688,402,516.02,2026-01-01 05:57:54,failed,store
24652,827,3,1299.99,2026-01-01 10:27:32,failed,online
97205,1876,482,2751.2,2026-01-01 22:32:01,success,store
61620,2534,80,253.06,2026-01-01 02:39:11,failed,store
37220,3487,441,3812.93,2026-01-01 15:04:04,success,store
94526,2035,6,4428.74,2026-01-01 20:24:55,success,online
16708,1534,310,1300.71,2026-01-01 19:59:43,failed,online
49854,1816,383,1710.5,2026-01-01 01:19:09,success,online
59133,582,377,4108.73,2026-01-02 03:15:13,success,online
13590,3203,486,54.61,2026-01-02 00:23:00,success,store
66765,1294,74,3686.6,2026-01-02 00:40:18,failed,store
1849,2994,207,4970.45,2026-01-01 13:26:43,success,store
45425,470,287,727.38,2026-01-02 01:26:04,failed,store
50195,4832,273,4626.5,2026-01-01 11:01:01,failed,online
96760,3240,50,4778.45,2026-01-01 06:42:57,failed,online
78003,4810,89,1255.33,2026-01-01 22:08:45,success,store
72864,1404,305,2264.78,2026-01-01 04:51:44,success,online
92703,4513,278,1299.98,2026-01-01 13:56:20,success,online
75163,3595,341,3563.65,2026-01-01 18:15:01,success,store
31696,1564,473,3678.17,2026-01-01 23:23:20,success,online
6592,1480,178,4565.52,2026-01-01 23:19:34,failed,store
54582,636,497,4853.96,2026-01-01 04:32:59,failed,online
30675,4061,326,403.89,2026-01-01 13:19:45,failed,store
50897,1622,55,3698.15,2026-01-01 19:53:59,failed,store
22118,288,336,3640.71,2026-01-01 17:43:49,failed,online
74671,4388,189,3569.91,2026-01-01 13:52:26,success,store
23247,4175,280,2246.67,2026-01-02 03:44:10,failed,online
3625,3468,171,3492.69,2026-01-02 00:57:36,success,store
77187,626,335,310.88,2026-01-01 16:38:41,failed,store
60035,4984,44,2795.52,2026-01-01 00:43:09,failed,online
60102,2868,327,594.57,2026-01-01 13:43:44,success,store
95733,72,156,923.5,2026-01-01 08:18:55,failed,online
42160,1057,461,863.3,2026-01-01 07:00:05,failed,store
55548,705,445,576.84,2026-01-01 15:14:29,failed,store
84698,258,64,3571.15,2026-01-01 10:18:48,success,store
66482,2089,324,301.13,2026-01-01 18:25:05,success,store
32939,4817,359,929.49,2026-01-01 01:19:46,failed,store
96224,2407,96,1506.2,2026-01-01 12:20:29,failed,store
23325,1193,146,118.95,2026-01-01 09:51:46,success,store
26797,4308,415,106.19,2026-01-01 01:41:47,failed,store
30075,1509,56,1329.99,2026-01-01 04:37:11,success,online
3233,869,82,3480.92,2026-01-01 00:40:14,failed,online
19346,2136,350,4188.64,2026-01-01 21:44:27,failed,online
77933,3166,206,773.41,2026-01-01 14:08:00,success,online
13461,186,353,2823.12,2026-01-01 21:44:40,success,online
69130,4728,442,4074.19,2026-01-01 05:37:51,failed,online
37045,160,185,3320.7,2026-01-01 00:09:23,failed,online
79382,2527,79,2941.73,2026-01-01 20:27:55,failed,store
81179,1678,345,1770.0,2026-01-01 23:08:54,failed,online
52758,3473,11,619.53,2026-01-01 07:32:34,failed,store
41691,3595,386,2336.9,2026-01-01 03:44:44,success,store
80944,4662,481,4593.11,2026-01-02 01:04:02,failed,online
26042,377,429,3359.37,2026-01-01 12:03:01,failed,store
56902,3425,343,1953.49,2026-01-01 14:07:15,failed,online
94427,4017,195,291.8,2026-01-01 04:04:39,success,store
48113,2456,89,3576.99,2026-01-01 04:54:45,failed,store
76614,4982,316,3462.93,2026-01-01 12:48:59,success,online
15638,3947,144,2814.46,2026-01-01 09:01:46,success,online
98552,4250,469,113.63,2026-01-01 12:21:31,failed,store
32143,4791,210,4436.3,2026-01-01 07:16:23,success,online
3422,546,172,1405.84,2026-01-02 02:16:30,success,store
86690,955,48,2581.42,2026-01-01 11:37:43,success,store
49354,3014,385,4543.5,2026-01-01 01:21:59,success,online
98913,7,333,460.59,2026-01-01 16:23:30,success,store
32558,1663,209,2478.38,2026-01-02 03:07:50,success,online
49931,2178,218,1937.26,2026-01-01 03:13:14,failed,store
34421,2011,267,1295.19,2026-01-01 03:54:49,success,online
93909,3418,163,4296.88,2026-01-01 13:06:35,failed,store
12481,4167,197,171.25,2026-01-01 14:41:07,failed,store
89744,361,39,2156.79,2026-01-01 15:38:08,success,online
45023,4397,10,3592.73,2026-01-01 05:35:30,failed,online
49526,3700,410,2548.08,2026-01-01 15:07:29,failed,online
38362,4192,28,480.4,2026-01-01 21:02:26,failed,store
32075,3557,268,25.14,2026-01-01 14:49:36,failed,online
96407,4621,262,1673.73,2026-01-01 11:10:57,success,online
62387,2638,393,3961.78,2026-01-02 01:41:32,success,online
84434,4541,491,423.82,2026-01-01 23:31:20,failed,online
20743,1250,257,263.29,2026-01-01 18:18:11,success,online
54255,2116,500,2060.06,2026-01-01 05:52:01,failed,store
31826,1300,232,2515.03,2026-01-01 10:26:32,failed,store
28375,3712,500,2133.93,2026-01-01 15:51:09,failed,store
58976,2360,394,3106.53,2026-01-02 03:35:41,failed,store
61868,4502,182,3789.67,2026-01-01 08:08:55,success,store
73671,333,492,1989.86,2026-01-01 09:03:20,failed,online
69667,687,347,3691.45,2026-01-01 13:01:41,failed,online
62458,384,255,4109.02,2026-01-01 17:30:52,success,store
74281,4292,406,4082.61,2026-01-01 07:58:58,failed,online
74345,2397,208,3259.64,2026-01-01 13:13:27,failed,store
68802,3571,382,4221.73,2026-01-01 23:40:31,success,store
10481,3952,448,1957.24,2026-01-02 02:31:47,failed,store
93641,1098,114,1008.88,2026-01-01 12:36:59,success,store
49230,521,390,4807.21,2026-01-01 12:35:22,failed,online
30102,1366,451,253.06,2026-01-01 17:05:47,success,online
4020,2093,218,3583.12,2026-01-01 05:55:21,failed,online
96423,986,4,94.32,2026-01-01 01:01:13,failed,store
60407,30,266,387.43,2026-01-01 13:49:29,success,online
31254,1970,212,2891.22,2026-01-01 03:19:35,failed,online
90052,1587,167,4050.15,2026-01-01 23:07:36,failed,online
44822,2569,412,3425.09,2026-01-01 08:34:16,failed,store
40480,3157,394,4030.83,2026-01-02 01:15:13,failed,store
22399,1324,309,4530.43,2026-01-01 01:01:24,failed,online
37675,4353,410,970.93,2026-01-01 20:46:08,failed,online
18623,2548,26,1885.19,2026-01-02 03:26:12,success,online
67461,3720,25,3402.96,2026-01-01 10:02:25,success,store
33442,3818,361,563.11,2026-01-01 14:53:03,failed,online
6831,1731,481,2351.62,2026-01-01 05:16:20,success,store
43032,4773,428,2998.44,2026-01-01 10:05:42,success,store
32872,304,21,568.51,2026-01-02 02:41:57,success,online
63697,296,421,3802.19,2026-01-01 04:32:36,failed,online
16744,3121,309,4666.33,2026-01-01 09:28:00,failed,store
20456,3774,215,4127.28,2026-01-01 11:59:21,success,store
51252,2502,245,1227.62,2026-01-01 02:54:18,success,store
70243,3491,348,3941.22,2026-01-01 05:12:50,failed,store
12808,901,367,3106.69,2026-01-01 10:35:02,success,online
67605,3394,111,3990.5,2026-01-01 11:01:35,success,store
38064,1768,480,696.37,2026-01-01 04:28:07,success,online
97297,2077,20,4001.09,2026-01-02 02:33:39,failed,store
80721,2118,220,721.02,2026-01-02 03:24:06,success,store
22729,1300,242,4313.85,2026-01-02 03:20:45,success,online
70898,2300,129,3150.27,2026-01-02 00:42:37,failed,online
60543,318,485,209.89,2026-01-01 06:53:30,failed,store
75472,2500,92,469.91,2026-01-01 21:36:49,failed,store
58133,4345,200,4142.23,2026-01-01 00:40:05,failed,store
6034,3703,153,1912.11,2026-01-01 04:08:24,failed,store
58557,171,48,529.76,2026-01-02 00:44:02,success,online
15366,4627,31,1800.03,2026-01-01 09:49:59,failed,online
13773,2024,345,3320.15,2026-01-02 02:18:13,failed,store
70729,1858,300,1740.08,2026-01-01 18:43:22,failed,store
55337,3057,301,3316.84,2026-01-01 22:16:59,success,online
22445,1883,15,1366.5,2026-01-01 05:59:00,success,store
94873,3207,363,718.98,2026-01-01 11:56:55,success,store
35440,4434,500,3842.91,2026-01-02 03:21:32,success,store
39639,2443,342,3776.83,2026-01-02 02:51:54,success,online
11852,1513,105,91.19,2026-01-01 08:25:36,failed,online
59452,498,499,3365.77,2026-01-01 19:04:27,success,store
92051,600,335,4834.62,2026-01-01 22:31:09,success,store
98506,1580,388,122.43,2026-01-01 11:36:08,failed,store
84750,3740,373,3401.21,2026-01-01 16:34:49,success,online
77608,2044,93,943.91,2026-01-01 01:02:52,failed,store
64950,1795,8,4682.28,2026-01-01 15:26:34,failed,store
80133,4313,39,1770.17,2026-01-01 15:40:26,success,online
64197,2548,180,3089.03,2026-01-01 16:43:27,failed,online
74811,2251,340,4271.06,2026-01-01 05:54:49,failed,online
56396,4008,11,3955.94,2026-01-01 07:14:19,failed,online
88428,1386,323,1682.71,2026-01-01 11:13:18,success,store
17180,2386,110,2825.11,2026-01-01 02:15:11,success,online
45130,2234,244,3409.84,2026-01-01 09:04:23,success,online
92611,4428,210,409.87,2026-01-01 09:39:55,failed,online
74337,4725,229,4048.82,2026-01-01 01:10:54,success,store
73052,3556,429,2788.24,2026-01-01 06:57:21,success,online
40253,4131,441,323.66,2026-01-01 12:46:21,failed,online
42479,3173,418,3004.75,2026-01-01 02:47:21,failed,online
83733,4126,95,2222.81,2026-01-02 01:31:46,success,store
64462,2279,425,4386.76,2026-01-01 23:35:36,failed,online
73303,3071,455,4966.91,2026-01-01 16:07:46,failed,online
17127,3865,180,1431.66,2026-01-02 01:28:44,success,store
57633,103,414,4075.56,2026-01-02 02:58:41,success,online
47289,4321,293,4744.99,2026-01-01 11:09:45,failed,store
17593,3389,131,2272.39,2026-01-02 00:23:15,failed,online
62451,1265,89,983.69,2026-01-02 03:35:56,success,store
6482,3692,85,3873.92,2026-01-01 08:57:24,failed,store
35439,1419,385,3023.4,2026-01-01 17:06:03,success,online
45949,2155,342,4038.18,2026-01-01 04:51:09,failed,online
47259,3741,382,1328.63,2026-01-01 03:14:14,failed,online
96449,4595,32,2405.43,2026-01-01 05:15:08,success,online
81645,4635,291,3418.67,2026-01-01 00:49:47,success,online
20618,1540,15,3276.2,2026-01-01 05:17:16,success,online
6677,2984,179,4571.0,2026-01-01 14:44:47,success,online
88113,508,398,328.09,2026-01-01 01:39:25,success,store
18775,2831,378,4825.55,2026-01-01 22:25:11,failed,online
86755,4297,85,1463.85,2026-01-01 11:24:41,failed,online
47305,1819,340,2445.05,2026-01-02 00:47:33,failed,store
23147,1591,248,767.83,2026-01-01 00:00:55,failed,store
48301,2848,367,4394.67,2026-01-01 16:44:49,failed,online
88035,4241,173,2118.11,2026-01-01 10:44:02,failed,store
59556,3771,342,3164.9,2026-01-01 10:45:28,failed,online
15081,3555,324,1874.85,2026-01-01 01:09:49,success,store
26610,2235,231,2156.02,2026-01-01 07:51:16,success,store
87681,3729,327,1986.04,2026-01-01 01:58:27,failed,online
59846,1934,434,3068.21,2026-01-02 01:24:44,failed,store
46983,1306,55,4608.17,2026-01-01 07:44:42,failed,online
63920,436,332,1393.65,2026-01-01 20:51:04,failed,store
21119,1862,114,4500.46,2026-01-01 22:53:06,failed,store
51219,3595,33,4338.25,2026-01-01 15:56:10,failed,online
74260,760,410,1833.3,2026-01-01 03:59:15,success,store
96167,4476,289,764.57,2026-01-01 16:01:15,success,store
23676,2656,222,4817.08,2026-01-01 01:38:40,failed,online
24262,290,473,4112.88,2026-01-01 04:06:00,success,store
52277,4871,363,195.35,2026-01-01 18:20:14,failed,store
49894,3618,332,4783.5,2026-01-01 16:09:58,success,online
21315,4789,140,174.1,2026-01-02 01:57:04,failed,online
61695,324,279,3766.77,2026-01-01 21:20:40,failed,store
4066,4128,338,4639.74,2026-01-01 10:39:05,success,store
42821,3637,113,2213.28,2026-01-01 00:08:44,success,store
74659,4370,441,3032.39,2026-01-02 01:28:40,failed,store
53025,278,385,3871.05,2026-01-01 09:40:09,success,online
74727,3924,156,181.25,2026-01-01 23:09:29,success,store
63769,2517,330,348.57,2026-01-01 14:19:03,failed,online
13368,3891,66,3868.22,2026-01-01 05:45:13,failed,store
56451,3512,384,3195.84,2026-01-01 10:15:45,failed,online
93289,1965,320,3929.35,2026-01-01 19:14:11,failed,store
21030,4741,91,878.16,2026-01-01 08:32:42,success,online
89561,3786,109,3336.3,2026-01-01 07:00:03,failed,online
88988,3602,428,1160.34,2026-01-01 06:04:48,failed,store
9511,2827,361,2886.2,2026-01-01 20:08:34,failed,online
84822,1371,464,2242.05,2026-01-01 22:53:51,success,online
83632,3756,469,2918.23,2026-01-01 07:34:13,failed,store
27856,2588,245,4355.05,2026-01-01 15:15:08,success,online
24672,2004,140,3544.94,2026-01-01 03:22:07,success,store
79676,504,181,593.46,2026-01-01 21:08:50,failed,store
63281,2115,295,75.99,2026-01-01 12:42:23,success,online
61178,529,258,4878.84,2026-01-01 10:10:28,failed,store
12332,1745,324,93.17,2026-01-01 16:41:52,success,online
68936,4308,151,1768.69,2026-01-01 08:26:38,failed,online
70474,2900,45,2982.7,2026-01-01 17:57:49,success,online
79670,1757,377,2373.28,2026-01-01 14:59:20,failed,online
46991,1822,129,4089.79,2026-01-01 18:58:42,success,store
96589,4761,151,4251.29,2026-01-01 07:42:56,failed,online
13586,4251,246,3539.1,2026-01-01 06:02:38,success,online
43668,3469,334,104.38,2026-01-01 16:17:06,failed,store
39919,4194,445,4411.81,2026-01-01 06:36:40,success,online
52746,1712,157,1329.44,2026-01-01 22:13:06,failed,store
3700,613,336,4304.03,2026-01-01 15:30:27,success,online
79288,3602,49,3068.09,2026-01-01 15:34:36,failed,online
65730,72,388,4929.23,2026-01-01 08:45:16,failed,online
78186,4878,213,4357.75,2026-01-01 07:10:46,failed,store
76273,1569,316,664.69,2026-01-01 17:55:01,failed,store
46849,1895,154,4558.24,2026-01-01 22:00:54,success,store
60222,4006,366,3843.18,2026-01-01 23:13:16,success,store
41237,1833,308,128.34,2026-01-02 03:27:03,failed,online
70204,1963,365,3832.18,2026-01-02 00:58:51,success,store
99616,3319,125,1327.74,2026-01-01 01:39:49,failed,store
57263,1369,137,4965.64,2026-01-02 01:20:17,success,store
40595,1643,219,2959.24,2026-01-01 11:22:18,failed,store
43371,1725,408,4213.96,2026-01-01 19:58:18,success,online
51703,1907,431,4241.76,2026-01-01 00:10:46,success,online
89837,4595,460,4038.93,2026-01-01 11:52:16,success,store
14247,2592,132,1553.64,2026-01-01 17:53:49,failed,store
7167,2838,319,734.19,2026-01-01 23:08:01,failed,store
97748,1041,486,4689.7,2026-01-01 17:42:08,failed,online
31864,2985,7,1978.61,2026-01-01 20:38:43,success,online
32867,4979,448,3748.46,2026-01-01 09:17:22,success,store
33157,2881,38,664.75,2026-01-01 17:10:06,success,store
56875,4759,336,3642.22,2026-01-01 15:45:39,success,store
62528,1511,27,2753.62,2026-01-01 22:45:33,failed,online
